text,label
normal,في الغرب لا يوجد تحرش ويوجد قوانين تعاقب المتحرش اما في بلدان المسلمه كهنة الدين يحرضون الذكور على التحرش ويبررون ل… @url
offensive,@user @user أنت خنزير غبي
abusive_disrespectful,كيف تغازل فتاة دون أن تقع في فخ التحرش؟
hateful,نفسي أعرف من الذي ضاحك على عرب الشمال ويقول لهم إن السعوديون يشربون بول البعير ... لا والحمير مصدقين مع إن لدينا مئ… @user
offensive,@user @user ماشاء الله تعرف سوالف الحريم
normal,@user @user @user اذا فشل في الرد يحاول يستخدم اسلوب الحريم
normal,@user @user ليش اقلل من قيمة البخاري البخاري نقل للوهابية شرب بول البعير وهم على قوله ما صون لم نس… @user
normal,اللبرالي لا يرى التطور والتقدم والرقي في شيء إلا في خروج المرأه متبرجه
offensive,@user ياشارب بول البعير العباسيين هم الهاشميين
disrespectful,معروف خنزير من يومه
offensive,علي الملازيم إن شفت واحد خاطب منه لأبول على شاربه لأنه خنزير مثله
normal,لا ضرر من تهريبهم الى السعودية
abusive_hateful,@user @user @user أوقفوا الحرب يا خنازير أقفوا إجرام آل سعود يلعنكم ويلعن المساعدات التي تقدموها
offensive,@user @user @user @user أني عراقي تاج على راسك يابدوي يا شارب بول البعير.
offensive,ياعالم مقتل 16 في سجون ذيل الكلب تحت التعذيب في سوريا ويمكن فرحانين بالخبر  قسماً بالله لو لي من الامر شيء في هاذه… @url
offensive,@user @user سد بوزك انت..وروح اشرب بول البعير انت والملك تبعك...واذا ما شبعتوا من بول البعير..منستض… @url
hateful,والله العظيم عدى خنازير المماتعه وحلفائهم ا… @url
normal,شوفو ليكم حاجة غير التحرش ده البن… @url
normal,فان كان كلامي له مدلول على التحرش فهو ظاهر للجميع كحال صور… @url
normal,@user @user والاخت بايره برضو
normal,بعد أفواج من المهاجرين السريين الأفارقة..ترحيل قاصرين مشردين من طنجة إلى تيزنيت: إنها سابقة خطيرة من نوعها وقعت في… @url
abusive_disrespectful,@user @user إنتوا طلعتوا بس شاطرين بالمواجهة مع الكل بالداخل و مملكة بول البعير و المناشير ضد التيار ا… @url
abusive_offensive_hateful_disrespectful_normal,هذاء طبعكم يدخل بموضوع وترد عليه بالحق ويرجع يعيرك    مثل الحريم
abusive_disrespectful,@user @user @user @user بعض الافارقة والعرب يحسبون كوننا مختلفين عنهم اهانة لهم وتكبر عليهم
offensive,وفي كساد البنات عن الزواج ..البنت بايرة.
hateful,@user @user ازمنة الانحطاط افرزت امثالك ايها الجبان المتفذلك .. فأنت لست سوى خنزير تدافع عن خنازير… @url
abusive_normal,بعد ما رآحو الحريم
hateful,خنازير الشمال الخونة يطلقون على اي سعودي شريف يدافع عن وطنه ضد خبثهم مسمى وطنجي لانهم مو متوقعين فيه شعب يدافع… @url
abusive,@user @user كس امك ياعار هيه عاهره صاقطه شجاب ذولى عليهم بس انته جماعة #بول_البعير_تموتون_من_الشيعه ي… @url
abusive_offensive,@user معقولة انت غبي لهذه الدرجة .. يعني اعرف انك سعودي لكن ليس لهذه الدرجة .. ممكن بسبب خلطة بول البعير م… @user
offensive,مااعرف ليش بعض الحريم تحسس العالم ان الرجال عضو من اعضائها لو نقص ولا ماكان موجود بتجلسين…
disrespectful,@user @user لا الشيم والقيم تقاص حسب معايير خنازير شرق سلوى وتتمثل بعقوق الوالدين وطردهم وتشريدهم… @url
hateful,@user @user دائماً نفس ألإسطوانة: مجوس و فرس و روافض وإلى أخر سمفونية ألعهر. يا شارب بول ألبعير وإرضاع… @url
abusive_hateful,نسي يشرب كباية بول البعير وشرب بدالها بول خنازير
normal,وياكثر الحريم  اللي تعاني من هالشي
abusive_hateful,@user @user من عبد اللطيف إلى أصغر سلتوح كلهم خنازير
abusive_disrespectful,@user @user هيه ممنوع ويتعاقب على تحرشو بصح كيفاه راح يتوب ويحبس التحرش ونتي تزيدي تصعبيلو في المهمة ؟
hateful,@user @user @user @user على فكره بول البعير يا جاهل يا متخلف يا حمار انظف واطهر منك يا حقير
offensive,تخرج إلى الشارع متبرجة وتقول ( الإيمان بالقلب)
offensive,@user @user @user نو بايره يعني نبغى؟
offensive,وزود على هذا (الحريم) مايتقاعدن
offensive,اذا افترضنا ان 15% من الحوادث الارهابية بتكون تحت غطاء النقاب ...فإن 75%من قضايا التحرش بتكون بسبب التبرج والاختلاط… @url
normal,عدي قدام عيني كدا حد كاتب طيب ما يمكن كتر الكلام في التحرش والتوجه العام دا مش مؤامرة لتمكين المرأة-بكره الكلمة بس… @url
offensive,و انتي لو دايرة تمشي متبرجة على راحتك
normal,انك تبقي متمسك بحاجه انت عارف انها بتأذيك و الكل بيقول سيبيها و محدش فاهم قد ايه دا صعب فعلا..  ما احنا مش هندوس عل… @url
disrespectful,@user @user @user @user حتى بول البعير يتنج حمقى مثلك معاتيه
normal,ان الفلوس زينه الحياه ماهي وسخ دنيا#شنو_حكمتك_بالحياه
hateful,خنازير وخراتيت قطر الحمدين #الحديدة_تتحرر
normal,إن هؤلاء الإمعات الذين يخرجون على شاشات التلفزة باسم معارضين و ثوار و هم لم يذوقوا من مرارة العيش في سوريا و حصار ا… @url
offensive,@user @user ايه والله نعبد الوساخة عبادة، عندك شي وسخ؟
offensive,@user @user ههههههههههههههههههههههههههههههههههههههههههه وسخ
abusive_hateful,مبروك يا كوكي الخبر صحيح قتل 19 ارهابي خنزير @user
hateful,@user @user @user @user اد متحكي بتضل جحش بدوي ابو داشداشة شاراب بول البعير  ابو خيمة د… @user
normal,ع اساس ان دى فلوسك هههههههههه انت اخرك تشاكل ف الحريم تضرب انغام با امال ماهر تعمل كلمات اغانى هابطه وتالف وانت ملك… @url
hateful,@user @user هذه عمالتكم وحقارتك يا خنازير ال سعود والصهاينة @url
offensive,رجعوا الحريم دي المطبخ واقفلوا الباب وارموا المفتاح في الشلال
normal,@user @user @user @user بول البعير . البعير كان يركب عليه أجدادك ويتنقلون عليه لايكون كانه… @user
normal,@user @user الله المستعان الله يحفظ سنة العراق من خنازير ايران
normal,في بلادي امرأة غير متزوجة تسمى بايرة
normal,معا لحماية أطفالنا من التحرش الجنسي @url
normal,@user @user ايضا الشريف المرتضى في كتابة (الإنتصار) أباح شرب بول البعير بقوله [شرب بول ما يؤكل لحمه]… @url
hateful,@user @user خنازير المجوس تلطم
hateful_normal,صلاة الفجر خير لك من ترديد بول البعير وسبي النساء واغتصاب طفلة نظافة ونشاط وحيوية #عقلانيون
disrespectful,@user @user @user @user يا شارب بول البعير روح خذ لك كاس بول بعير مصفى وأشربوا على شرف إللي ما عودو شرف بن خرفان
abusive_hateful,اى لطخ هيغلط فى الأهلى هندوس على وش امه بالجزمه
abusive_disrespectful,يالسخرية القدركويتية اعلاميةعايشةحياتهابالطول وبالعرض وهي يمكن بنظرالأب الى تدافع عنه متبرجة تنتقدالبنت الى رفعت قض… @url
abusive_offensive_hateful_disrespectful_normal,@user @user @user اكيد شارب بول البعير مبين من كلامك لان هذه القاذورات التي تتلفض بها اس… @url
abusive_disrespectful,عرفتوا يا خنازير ليه مش بديكم اهتمام
hateful,خنازير الخنزيره حول العالم سعداء ويهزون اذنابهم ومعاهم معظم عرب الشمال سودالله وجوهم الاكلين الناكرين اللوئماء وهم… @url
abusive_hateful,@user @user @user كمن فسر الماء بالماء.. ياغبي العالم كله عرف انكم خنازير مو بس السعوديين.. رح الشبك… @url
offensive,-شرموطة مصرية محجبة تتناك امام مجوعة شباب واسمع احلي كلام وسخ @url
normal,ترمب يدافع عن كافانا: إدعاءات التحرش هدفها سياسي
normal,@user @user حتى انت تتكلم عن مرزوق لكن مرزوق بطل قام طردكم من القاعه يا خنزير
normal,ولوغ الكلب قيس على خنزير في حكمها
offensive,خر ملا خنزير ملا داغه شراب خور ملا داهغه
hateful,هذا حلف الشياطين عليها وعليهم من الله مايستحقون  خنازير الاخوان وعملاء المجوس @user
normal,وقانون التحرش منعو فيسات الورد والقلب
normal,٨٠٪ من قضايا #التحرش والأعتداءات الجنسيه على البنات القاصرات  التي وصلتني كان سببها إهمال #الأم وانشغالها بمشاويرها… @url
offensive_normal,سواء كان جد اليهود من العراق أم من انتاركتيكا
normal,في دولتي لا طائفية ولا عنصرية.
abusive_normal,@user @user جويل مهتم بشغلات الحريم .. @url
normal,كليتنا ناقص بس اطبق علينا التحرش الجسدي وبتكون ختمت كل انواع التحرش.
offensive,ذكروني لما اقعد اسولف عن الفرق بين انج تكونين نسوية ولما تكرهين الرجال كلهم بشكل عام ياراوية بمسلسل الحريم.
disrespectful,@user @user ههههه والله ثقافة #خرا هي هاي ثقافتكم #خرا ولو مو غريبة هو هذا نتيجة شرب بول البعير ان تكون غبي و… @user
offensive,يارجال التحرش بقى الكتروني كوني اقول ليك منقا او اقول ليك بيبي ده يعتبر تحرش الى ان ياتي مهند شاد اوغلو فيصبح غزلا
hateful,@user @user خنازير العصر وخنجر مسموم في ظهر المسلمين
disrespectful,معاك ريال تسوين ريال ، لايضحكون بعقلك خنازير الليبرا…
normal,@user @user @user خلافنا مع الشوال لأنه أتدخل في شؤون نادينا ف بالتالي هيسبب ضرر لينا ف كل… @url
disrespectful,@user @user الا يا متبرجه
abusive_disrespectful,@user @user هو ازاي سمير ب دقن وحسناء متبرجه
hateful,بول البعير ضرب عقول العالم @url
hateful,صراحة و بكل تواضع عرب إفريقيا بعيدين بسنوات ضوئية عن شاربي بول البعير إنشاء الله نستكمل توراثنا ونصبح من الدول المت… @user
offensive,@user @user مكثرين من بول البعير
abusive_offensive,@user @user @user فعلاً من ديت لي ديت والله بايره انا دي ي مونياه
abusive_hateful,@user @user @user خنازير تتبع جرار ... هذه حال الرافضه بأختصار ...  بعقيدتكم ندينكم ...
abusive,@user @user كل الكلام اللي قاله هذا الكائن صحيح لكنه عندما يتحدث عن المصريين فهو يقصد خنازير النظام و… @url
hateful,@user @user بجاوب بس يكون عندك ذرة اخلاق يا شارب بول البعير ومساهم بقتل اطفال اليمن يا مجرم الله يلعنك… @user
hateful_disrespectful,@user هذا أحد خنازير وعبيد الريال القطري .
normal,هو البدوي شارب بول البعير ليه بيوافق نسوانه تشوف اجسام و فخاد و حمامة رجال مفتولي العضلات و مش موافق الستات الرجال… @user
offensive,عوزة مصري وسخ اووووووي
offensive,ايممى اليوم متبرجه
hateful,@user @user اذا كان الخنزير  نتانياهو في الاردن و ثم في تركيا و عمان و يجتمع مع سعوديين، فلا يزال الخنزير خ… @url
disrespectful,@user @user @user لا بيشرب بول البعير زي ماسمع من مفتي السعودية
offensive,يبقى التحرش في نظر الانثى تحرشا إلى أن يقوم به الشخص المناسب
normal,ثانيًا التحرش مو محتكر على فئة معينة أو جنس معين فيه نساء متحرشات سواء يتحرشن ببنات جنسهن أو بالذكور أو بالأطفال ،… @url
offensive,وصلنا ٢٠١٨ و بتخلص و للحين في ناس تدز صورة الحلاوه المكشوفه وتقول متبرجه و متحجبه
abusive_disrespectful,انت اللى باعتها يا وسخ @url
normal,حوادث التحرش تحدث كثيراً في السودان وغيره، مسارها الطبيعي أن يتجه الطرفان إلى القانون وأحياناً تأخذ الفتاة حقها في… @url
abusive_disrespectful,دايماً المتشددين دينياً في اي ديانة سوا كانو بوذه او مسيح او هندوس وحتى المسلمين كلهم مو بصاحين
abusive_normal,@user @user مازال الشعب اليمني يزخر بالرجال الصادقين الذين لا ينكرون الموقف المشرف عندما نرى خنازير اوكلا… @url
fearful_abusive_hateful_disrespectful_normal,بعد ساعة وربع يحق لجميع الاشخاص التحرش فيني ولن يكونوا عرضة للقانون بما اني بأكمل 18
abusive_hateful,خنازير العرب من الخونة ودعاة الرذيلة والفساد يزعمون انهم هاجروا الى الغرب والهجرة تكون من بلاد الكفر الى ديار الاسلام  وصفهم الحقيقى خنازير
abusive_hateful,تقصف الآن طائرات #عدوان_خنازير_الخليج
normal,تحمل اللاجئون السوريون شدة البرد والحر، لكن تواجد داعش الذي خرب حياتهم فلم يستطيعوا تحمله. @url
abusive_offensive_disrespectful_hateful_normal,مسكينه لفت ولفت ولا حصلت شيء تنقد نامجون فيه ولأنه نجاحه ونجاح بانقتان مصيحها قالت اقول عن شكله خنزير
normal,ان من اسس الى ثقافة منحرفة قدم فيها ال محمد الكرام عنوان معارضة ، وتجنب ان يقدمهم سادة وحكام وبناة حضارة.
normal,@user @user والله حتى المجوس والبوذيه اطهر منكم باقتلة أطفال اليمن والعراق وسوريا
fearful_abusive_offensive_disrespectful_normal,لعل هذا الامر يظهر حالة المجتمع الذكوري اللي دابحينا فيها كل ما دق الكوز بالجرة.. اما ظاهرة التحرش او الاغتصاب بأي… @url
disrespectful,@user @user لكان خليلكن بول البعير
offensive,فكره التحرش دي بتبقي عامله زي ال حد اللي ماشي جعان و لقي مطعم حاطط سيخ الشاورما بره ، ف راح سرق السيخ ده و قال م هم… @url
offensive,@user @user الفايدة منهم انهم يوروا لامثالكم قيمتكم الحقيقية ولانسيتوا لما كنتوا تشربوا بول البعير و… @user
abusive_offensive,@user @user هسه اني ليش متعب نفسي ويه وحده تامن في بول البعير شفاء للمريض
hateful,@user @user اللهم ذل خنازير آل سعود واخسف بهم الارض
offensive,خنزير zبي قصير وش اسوي تراني تعبت — مافي حل الا انك تتعايش مع وضعك التبن @url
hateful,صحيح انت ونسوانك خدم عندنا ونشربكم بول البعير حسب كتبكم وفتوى معمميكم ياحمار تعلم دينك الرافضي بول البعير عقيده عند… @user
disrespectful_normal,@user @user @user والله ماودي اقولها بس انا معاق عقلي
hateful,كل اجنبي وسخ منحط في هيئته وصفاته وشكله وخلقه وسلوكه... خنازير!!! @url
abusive_hateful,@user @user مبين عليك سكران من بول البعير يا بعير، العمائم المتخلفه، احذيتها افهم من هذا الخرفان ا… @user
offensive,@user @user بتضحك عالتغردية دي ؟ ده بيتمنى يكون الكوتيكس بتاع الحريم  ده يوم المنى عنده هو يط… @url
offensive,محلاني اسحب رجليني بين الحريم
offensive,كل من يبحث عن حرية المراة علماني أو ملحد @url
hateful,لا بارك الله في الحمدين خنازير الارهاب @url
offensive,همج رعاع شاربين بول البعير @url
normal,يجعلون عطر المرأة وصوت كعبها وخلخالها ولباسها سبباً في التحرش او حتى الإغتصاب ولم نرى هذا التبرير لسارق الخبز الجائ… @url
normal,هاد الهجرة اللي كترات، ماشي شيء عجيب فقط دورة الحياة، الاجانب كايموتو المغاربة كبشدو بلايصهم و الافارقة كايسدو بلاص… @url
offensive,@user @user @user مسكين مضيع الرضك وبايع عرضك وتشتغل نابح خنزير اكتروني تفووو
normal,أين يقع الشخص في السلم الاجتماعي + مدى قدرته على التأثير على محيطه + ذاكرته و إلمامه بشؤون من كانوا قبل…
normal,عندما يسافر العرب الى البلدان الاجنبية و يغيرون في طريقة لبسهم فهم لا يتخلون عن دينهم، انما يتحررون من العادات و ال… @url
hateful_normal,بعد مباراه الاتفاق التوقف 56 يوم يعني يمدي نطرد ابو شعر وصح ونجيب واحد جهه متسفط عصبي لا يصلي ولا يصوم اذا ما اكل لحم خنزير تصكه النفسيه
offensive,متحنش لحد باعك يا وسخ
hateful,وجيههم مغسوله بمرق خنازير وعادي عندهم
normal,ههههههههههههههههههههههههههههههههههههههههههههههههههه صباح اليوم صار موقف سخييييف ي غيره الحريم ي خي خلاص خليه يكلم ط… @url
offensive,برااااااااااااا يا خنازير
offensive,@user @user تتصور انك فعلا انسان وسخ .. مصر تظل تاج راسكم ياكلاب
hateful,@user @user قال الشيعه الصفوين الروافض الاباضيه الاباضيه الاباضيه أنت ينجس يطقعه تتوضا بول البعي… @url
hateful,@user @user @user @user انت خنزير من خنازير البنا
offensive,@user @user @user سوداني ويسأل عن بول البعير انتوم رعاة الإبل طيب
hateful,@user @user @user يهودي صهيوني من الحمار اللي يصدق نباحك وكلامك هذا الا واحد خنزير زيك ولا كلابكم النا… @url
offensive,حمامات وبالوعات جري يرفضون اﻻعتذار لي على اﻻساءات والالفاظ السوقية التي تلفظوها ضدي الحمام يظل حمام جري وسخ طول حياته
normal,الصور العارية واجسام البنات ومقاطع منحرفة ، ستشهد عليها الاصابع يوم القيامة ، كفاكم استهانة قالجنة اغلى
disrespectful_normal,@user @user والله بعذري بكم يا الحريم
abusive_hateful,@user @user @user اما انت جلوي انت بالزبالة كنتما ومن بول البعير تشرب وتنقع شاربكا يانذل اليهودي يحم… @url
offensive,@user @user ماشفنا هاشتاقات وترند ابناء الوطن والدين يصورون مع متبرجه ولا تبروا منهم وقالوا متجنسين
disrespectful,@user @user فعلا انك خنزير مربي لحيه
normal,@user @user @user رعي الغنم مهنة الأنبياء ماهي مذمة لنا وشرب بول البعير موجود عن الرسول صلى… @user
abusive_offensive_disrespectful_hateful_normal,#مقاطعة_نستله وين التعاوسه عن هالوسم ولا ما تحرك مشاعركم و تثار اعصابكم الا بنت متبرجه بعبايه بيضاء
offensive,وين الابداع بالردود وين التحرش اللي على اصوله وين المناشب عالطالعه والنازله شفيني راكد وامشي جنب الحيط
normal,لا تسكتي  إذا تعرضت للابتزاز أو التحرش، لا ترتكبي جريمة الصمت
abusive_hateful,خنازير ومرتزقة قناة الجزيرة ( بدي انذر حكومة الدويلة القطرية ان كل ماجلبتو من مرتزقة في قناة الفويسقة فقط كل النهيق… @url
abusive_normal,#فيديو || هندوس غاضبون اتهموا مسلماً بالسرقة فضربوه حتى الموت بحضور 4 من رجال الشرطة @url
abusive_normal,عمرك اتعرضت للمعاكسة او التحرش اللفظي
abusive_disrespectful,@user @user @user حكومتك ياشارب بول البعير ألقت القبض على الجاني وبعدها اطلق صراحه لانه ابن شخ… @url
normal,واما بعد الان فقرة التحرش الله يعينه الي تجي عليه عاد بعد ل١٠
offensive,@user @user @user العقل يوم أنك تدرك بأن ابن سلمان خنزير مجرم
normal,يظل التحرش في نظر الأنثى تحرشا..
abusive_normal,@user @user @user الخربانة ما يحتاج لها محرم اصلان ماتدري عن الدين تمشي في الشارع متبرجه الحمد… @url
normal,@user @user من افريقيا مالابو
offensive,نادي وسخ وفرقه وسخه
disrespectful,الإفرنج الخنزير…
offensive,@user ي بول البعير شنو يعني عبد !!!
offensive,زيدي ناقص اصلك مجوسي من بلاد السد @user
offensive,@user @user مش بقلك طيازكم بدل أمخاخكم....معلش هتعرف منين تاريخ ياراعى الغنم والابل يامحدث ياشارب بول البعير،،ع… @user
hateful,@user @user عزيزي اللبناني تعرف اذا شفنا مكان وسخ نقول عليه زبالة كأنه لبنان !
abusive_disrespectful,@user @user @user @user بول البعير يطلع عليك معقم وديتول
abusive_offensive,لقد تعلمت مند زمن طويل ألا أتعارك مع خنزير لأنني بذلك سأتسخ وذلك يروق له . - جورج برنارد شو  #ادب_الشتاء
abusive_offensive_hateful_disrespectful,هندوس علي وش امك انتا واللي معاك يا ولاد الوسخه..
offensive,التحرش بالأطفال اخوك أختك قريبك اي طفل عندك عمره اقل من ١٢ سنه  #عمه #معصيتي_راحتي
hateful,@user @user  اربع سنوات مادخلتوها تدخلوها ابشهر لا لا اليوم اكيد امكثر من شرب بول البعير اوليش تشرب هو انت بعير ابن بعير
hateful,@user @user شي مضحك ان خنازير مستعربة مثلك يا يهودي يتكلم ع محمد بن سلمان كأن له الحق في اختيار من هو الا… @url
offensive,لو كان اللبس الضيق حريه شخصيه يبقا التحرش واجب وطني .......
abusive_hateful,@user @user هذا ما يوجد فالسعدوية لذلك أنصحك أخي بعدم المغامرة والذهاب إلى بلاد بول البعير @user
hateful,@user @user @user هههعععععع اي علوم ههههه بول البعير
hateful,@user @user نحفر حفره كبيره ونولع فيهم بجاز وسخ
hateful,@user @user والله كيف يندس ي خنزير هذاك الشخص اتي بجواز مزور ولا احد يعلم عنه  يا نجس
hateful,@user @user خنازير عزمي الصهيوني الالكترونية
normal,و قول ان النقاب كمان بعيدا عن الدين و انه عفة و سبيل ل تقليل الفتنه اللي انتو بتقولو سبب التحرش هو حرية شخصية وان… @url
hateful,بيتعاطوا بول البعير  حمقى بني سعود @url
abusive_normal,لا مكان للمجوس في ارض الاسلام
normal,أسؤء شئ يمكن أن تراه فى حياتك أن يسخر انسان مصرى من احد الافارقة فى المترو ويضحك على تسريحة شعره او بشرته السوداء .… @url
normal,@user @user المسيحيه نمشيها لكن هندوس؟؟ بالله مين قليل الادب الي يعبد بقر!!
offensive,@user @user جمهور وسخ
disrespectful,لا تتصارع أبداً مع خنزير فتتسخ وبالاضافه الى ذلك هو سيحب ذلك !
disrespectful,انا ح اعرسها عشان ما تقول عليها بايرة وتعال قول كلام ما عندك رجال يأدبوك دة قدامي ..
abusive_hateful,@user @user @user خنزير بأمتياز
normal,@user لقد قتلوه بخسه وغباء وحقاره ووضاعه وبالتأكيد تألم انه قتل علي ايدي اقذر اهل الارض وبأمر من خنزير
fearful,هؤلاء ارهابيين صنعتهم دول ارهابيه بريطانيا سابقا وحاليا امريكا والصهيونيه هي من ورطت شاربي بول البعير في ارتكاب الم… @url
normal,تصيب البرؤساء الافارقة الضعفاء اسماعيل قيلي وئيس جيبوتي  وفرماجو رئي… @url
offensive,كسم التحرش الجنسي بالحيوان ... كسم طب بيطري
normal,@user @user ملعقة و برج حوت المزفر و شبرلو و نص بايره
offensive,@user @user @user بجهاد نكاح أمك يا شارب بول البعير
offensive,لست خجولاً حين أصارحكم بحقيقتكم ، إن حظيرة خنازير أطهر من أطهركم ..
normal,يظل التحرش بالنسبه للأنثى تحرشاً
hateful,@user @user @user @user عايزه تخصى العالم كله عشان متجوزتيش يا بايره
hateful,بلاغ ضد هؤلاء الوافدين من الجالية #الروهينجا البنغال المتواجدين في مكة المكرمة و يتواصلون مع خنزير لندن سعد الفقيه.… @url
abusive_disrespectful,@user @user غرامات بالرشوة يا وسخ
hateful,فوق مين يا كلب يا وسخ انتا وهو
hateful,@user @user ترة هي مسيحية نولدت بعائلة مسيحية يعني احنا لو ما مولودين بعائلة شيعية الله العالم يجوز هندوس… @url
abusive_disrespectful,رباطابية بايرة جابو ليها عريس ،
abusive_hateful,@user @user هو ودولته وكل الخليج لايساوو شسع نعل طفل يمني محاصر بهولاء السفله خنازير الخليج .
abusive_offensive,ديوث يتفرج على الخال وهو يشق زوجته..@url
