text,label
هل تعلم انو اذا قوّصت ابتهاجاً بشهادة ابنك رح تحصل فوراً ع شهادة حمار وهي أقوى من شهادة ابنك ومعترف فيها عالمياً,1
محل النقط جنبلاط ,0
كلام جواهر ما بيعرضو عضلاتون غير ع فقير لمال لان فقير لمال غني لاخلاق ,0
كثروا المنافقين اصحاب المصالح   هاذا اكبر كلب لأيران في لبنان ، تابع هالفديوا وتعرف هالمرتزق … ,1
مش ليكون جنبلاطك درزي بالأول ,0
هيدا اسوأ عهد مرق بتاريخ لبنان,0
يا سبحان الله اللي يسمعك النهارده يعتقد انك وطني وشريف علما انك منافق ودجال ارجع لتسجيلاتك على المحط… ,1
لكل فاسد نهاية و الوقت هو الاهم لن يدوم فسادهم ,0
يا كلب الأن ركعت ياجزمه ,1
كان لازم ينتظر جبران باسيل ياخده معه يساهم بأعادة اعمار سوريا,0
ما هو ضمن عاهرات ,1
طول ما جبران باسيل ورا ما بظن كم شهر عطل الحكومة ب ليتوزر,0
اذا هو مجرم انت شو بشرفك اصلا لو عنا دولة متل الخلق والعالم كنت هلق يا بالحبس  يا مجنس سوري,1
الله اكبر انتا معك علم انو من ينتسب إلى السلك العسكري يجتاز امتحان نفسي بينما السياسين لا يخضعون لهذا الامتحان ,0
يا سيد وئام وهاب تكلم على حجمك وما تمثل كفى عبثا في الجبل وانت تعرف ان وليد جنبلاط حرص على بقائك كفى تزلف وصنع  ,0
الحقارة حينما تنطق وزير خارجية لبنان جبران باسيل مثالاً,1
بس تطلب من ابناء العاهرة كلاب ايران ينسحبو من سوريا فورا للاجئين راح يرجعو لاتفكرهم مبسوطين…,1
سورية بلد التصدي والصمود سورية قاهرة العدو الصهيوني الله يحميها ,0
جبران باسيل رجل سياسي فيك تتفق معه وفيك تختلف معه,0
وانت رفعة شي هههه ,0
هههه موتي بغيظِك لكن 😎,1
قالو لفرعون مين فرعنك قالن ما لقيت حدن يردني التغريدات ما بتكفي شو ناطرين لنبعتو عند اهلو و حبيبو ابن سوسو ,0
العمى الضربو حرامي حقو فرنك,1
الله يخزيك يا شيخ,1
هوي بيكره كل العرب ما بفرق والولاء للتومان الإيراني ,0
هاد نفسه بيآمن بعزرائيل,0
جبران باسيل سيجله التاريخ كواحد من أسوأ وأوسخ السياسيين الطائفيين وسفهاء الرأي في لبنان وأكثرهم نجاسة وغباء فعلا,1
قلتلي بلا كذب و احترم عقلك سؤال لو انا قلتلك ياهن كنت اعتبرتني مهذب؟ وبشكرك بكل الأحوال وبكل محبة واحترام,0
شكراً لك على هذا الوصف الإناء ينضح بما فيه ,0
النازحين السوريين بكل وقاحة بيطلعوا يطالبوا الدولة اللبنانية,1
يا ياسين الزلمه ما عندوه سيوله اخذت منوه بدوه حدا يسكت تمه بشوية مصار… ,0
شو بتلبقلك كلمة خنزير بتجي مفصله على قياسك وشكلك    ,1
انت لو بتهتم بمسرحياتك الكوميديه احله وتروك هيدي لامور للناس ل بتفهم السياسه ,0
وعدت فصدقت قلت وفعلت انت لست زعيما وحسب انت تملكت ضمائرنا وقلوبنا وعقولنا ادامك الله سندا وأبا وأخا  ,0
ما تكون مفكر جبران باسيل اله لا يا عمي زلمي متلتنا متلو,0
كول خرا يا حمار يا زبالة يا نكرة,1
ليك مين عم يحكي عن الفيميه وتسهيل المرور   وعلي الأمين وقع ع الدرج,0
الله يطول عمرك حبيب القلب ,0
من غيضهم يطلقو مجموعة السفهاء المأجورين للشتم والتهويل عند كل تغريدة ,0
فاسد ,1
هوي ذاتو صدق انو محاولة اغتيال      ,0
هههههاي والله مابومات الا البنات الي دوم دايم وهن هبلات,1
دمدوم كم مرة صرت مفهمك معاش تستحمري صايرة متل شحاطة الاصبع ما بينضهر فيكي,1
كول خرا ما إلي جلادتك بس لمعلوماتك جبران باسيل داعس بقلبك,1
الوزير جبران باسيل ردا على سؤال إن كانت التوترات على الحدود الجنوبية للبنان مع إسرائيل تبقيه مستيقظا في الليل قال…,0
مش معقول كمية الجهل والغباء والحقد الاعمى بالردود شعب بس بعد ناقصوا الرسن المكاري موجود بس هيك ♂,1
شوية غباء على تطبيل جبران باسيل,1
منتخبين زي اوروجواي و روسيا بعد ما قدروا يتخطوا فريق كبير زي مصر  اي مرحلة ف كاس العالم بعد كدا سهلة عليهم,0
يألله ابدأ لشوف يا بطل نبيه بري، سعد الحريري، حسن نصرالله، أمين الجميل، جبران باسيل، نقولا فتوش، ولي…,0
اوقفت القوى الأمنية الناس على بعد حوالي كيلومترا من المطار بسبب مرور الوفود العربية الى القمة الفاشلة، تخيلوا عجوزا يهرو…,0
لاتقوليلي مابتعرفي جبران باسيل الرمز العربي قاهر الاعداء مزلزل الاوطان هازم اللاجئين ناصر حزب الله عميل ا…,0
اكيد قابظ شي مبلغ مرتب لسكت ,1
قريةٌ للنسوان فقط,0
يا ترى كيف العالم كله متآمر على البطل بشار وصرله سبع سنين عم يدبح بالسوريين وما حدا لهلا استغل الفرصة ليتخلص منه,0
غيرو الدستور وشوف إذا بكون طائفي بعطيك يلي بدك ياه على فكرة إعادة المسحين مش خطأ للبنان وهذا,0
خرسي يا عونية بدي صب عليكي باطون متل ما صبيت على ظباط الجيش اللبناني,1
بس حاب احكيلك كول هوا و انتهى النقاش بنسبة الي,1
أعلن وزير الخارجية اللبناني جبران باسيل اأن لبنان لمس تجاوبا مع فكرة عودة سوريا إلى الحضن العربي,0
حلوة أنا أكتر واحد بنتقد صهر العهد بس انتي يا أمية يلي مش قارية جريدة بحياتك ممنوع تنتقدي ، ولك تضرب يا هبيلة ولك مين مفكر حالك بمنطقك رح ينرد عليك أنت شقفة مهرج وخريج برنامج مع غرور وهيدي بداية النهاية ريس القصة مش بل الشهادات القصة ب,1
قبيحة منظر ومخبر,1
على اساس معاليك الدول العربية الأخرى امثال سوريا السعودية وغيرها يتقنون فن الاعمار ,0
وسام الحسن كان رجلا الله يرحمه صار بديار الحق بس شو منشان زهير الصديق و شهود الزور ,0
جمال كول هوا انا مسامحه شو ما يحكي عليي بحضوري و بغيابي,1
عزيزي وئام هل يجوز نهاد ان يتركك حرا ام يجب سجنك يا بوق الفتنة ,1
والله ثم والله لايوجد لدبي مثيل في العالم الله يحفظ بوراشد ويديم عزه آمين ,0
فداك ومعك ليوم الدين ,0
طبيعي تكتشف ناس دجالين بحياتك بس المش طبيعي تكتشف فيهن هالشي وينسّوك ياه كل مرة 😀 ,0
معالي الوزير السابق ممكن اعرف كيف عرفت انو ما كان في تدخل طائفي وتوزيع حسب الحصص اذا امكن سؤال يعنيني  ,0
شاطر ياطرنبه هذا مايريده أعداء ادروز ونت تطبل لهم يالعميل ,1
بيت الدعارة مطرح منك ساكنة ، الجامع ألوا أحترام,1
كول هوا هاد الحكي كذب,1
ولك دخيلو المعصّب ههههه,0
ومين القنصلية يلي رح تضل بتركيا وما تشك إنه تركيا بتجسس عليها الموضوع حيضر حتى تركيا,0
كول هوا صرماية السيد تاج على راسك ورأس رؤساء العرب الانذال المتخاذلين ولك لولا السيد انت كنت,1
انا مش عم خوفك يا قراع انا عم قلك انقبر انقلع من خلقتي يا قرد صحيح انك كديش وماشي وزكت ولو شو هل المساطر عبكرة الصبح يلا راسمالك بلوك ببلاش روح,1
في مثل هذا اليوم فطس بغل الأمة,1
لاي حضرتك ما بتتعاطى سياسة؟؟او فنان؟الله يشفيك ,0
سآل زعيمك شو عمل كرمالو مش تسأل جبران باسيل العماااااا بعد في مشاكل بيتكن ما تهمتو فيا,0
هل انت سياسي بالبلد او لأ ؟؟ ,0
سليمان فرنجية عبارة عن كلب مسعور لديه حاسة شم قوية جداً شم ريحة كرسي الرئاسة ولكنه لن يجلس عليها ابداً وتصبحو على خير,1
انت بس شاطر تغرد هههههه خلصنا بقا ما انت كنت بالسلطة الفاسدة بكرا بس تجي وزير بتغير رايك ,0
كان مجتمعنا ينقسم لاسياد و عبيد فجائت الحركة التصحيحية و حققت المساواة بين الجميع و جعلت الكل عبيد,0
ما في مشكلة على قولة جبران باسيل من حق اسرائيل الدفاع عن نفسها ولا مشكلة ايديولوجية مع اسرائيل   ♂   ♂ ,0
احلى ديما الله يبسطك,0
موتني يا بسام عجبتني مزحتك  ,0
شو ناويين تغتالوه كما اغتلتم وسام الحسن؟ ,0
كلامك مزبوط معاليك الله يعطيك الصحة والعافية ,0
اي يعني شو بدي قلك، علمهن ت يعيشوا بالبحبوحة زي…,0
نحتاج لكل حرف من كلمة نحتاج من الغربة افريقيا أغلى سلام ,0
والله ماحده دمر العهد بعد جبران باسيل الا انت,0
لنصل الى دولة يحكمها القانون والعدالة يجب رفع الغطاء عن الفاسدين ,0
طيب كول هوا و هدي اللعب يا ابو بدر خليك بالصواريخ الي نازله على رأسك مجاري ألي تلفحك انت و اهلك,1
صهيوني اكتر من الصهاينة يا خروف مرتك,1
انت درزي يا كلب يا فيصل زباله القاسم هذا موضوع لا علاقة له بك يا واطي يا قذر يا عميل و مشرد و كلب الدروز النباح عليه كول من البياره اللي انت فيها و قفل نيعك يا كلب,1
الله يوفقك ,0
خبر موثق او نكتة؟ بس لنعرف كيف نتصرف ,0
الله يمهل ولا يهمل ,0
فكرت عّم تحكي عن بيروت ، بتشوف حالك بشعر بنت خالتك ، وطنجية بلطجية ,0
نعم للتوحيد ,0
تسلم يا قائد دايما بتحط النقط عالحروق سلطة فاسدة وعاهرة سلبوا ونهبوا البلد ,1
ومش بس وئام كان عالباب وعون اسقبلهم والامير مجيذ الو مع اليهود جلسات حميمة وبحضور طلال ,0
لو دولة تحترم نفسها كنت انت ما عم تحكي ولا عم تزت سمك ولا عم تبعت رسايل لو ولة بتحترم نفسها كنت محبوس… ,0
متعشى ومتقل الظاهر وطالعلك اللوأ عثمان بالكابوس كول خفيف قبل ما تنام بلش درب حالك على اكل اللبنه رح تحتاجها ,0
عاد فهم هيك جحش انه لا انا ضد اسرائيل وكل شي بتعمله بس لما نظامك المجرم رح يدبح ناس لانه انقذوا ضحاياه ووثقوا جرايمه فليكن انقاذهم على يد الجن الأزرق، طبعا عبث لان هيك بغل بشري بيدعم بشار الاسد,1
طيب بيعنا سكوتك او بمعنى آخر كول هوا,1
بغض النظر عن إنه كلهن كلاب بس حتى الإمارات وصلت للأسد شحنات كيماوي من بعد قطر على الأقل كانت تعطينا مضاد طيران بال بس بتضل تركيا يلي جابتنا كتاف بالآخر,1
ممكن تفرشي سنانك قبل كل تويت بليز في ريحة خرى قوية,1
الملفت بهيك حمار معبا ببنطلون مو انه منظومته الاخلاقية عديمة الأخلاق تماما، وإنما اعتقاده انها متفوقة على غيره,1
وانا معكم انه هذا الميثاق والنظام الخالي اللي خلا جبران باسيل يوقف توظيف…,0
هي واقفه على عماد عثمان فقط اذا دققنا بوضع البلد نجد أن وضعه انهار وسقط من اسقطه لا أحد من نهبه لا أ… ,0
صحيح ميه وانت منهم بس لفرق بينكم انت لمصلحه سوريا وهم لمصلحه جيوبهم ,0
رضوان حبيبي كول هوا,1
نحنا جماعه ديلفيري م منفهم نترجم كلام المثقفين امثال جبران باسيل اوك,0
انتي مين لكشك يا صرماية,1
لا ما دخل ال لما بتقولي بتعرفي انه ما بحبو جبران هيدي الاشاعة بالذات ما بتخدم لا باسيل,0
يلعن روح حافظ ابن ستين الف كلب، دمرت البلد وقتلت مليون وهجرت ملايين وتقول قد ، قد لا يكفي اعدامك لمرة واحدة,1
وكل مين بدو يشد على مشدو ,0
رويترز وزير الخارجية اللبناني جبران باسيل طالب  في ختام القمة الاقتصادية العربية  المجتمع الدولي بتشجيع النازحين السوريين,0
اولا انت مش عزيزي,0
طالما امثالك واصدقائك بالطبقة الفاشلة موجودين بالسياسة ايه اكيد الدولة على المحك وكي لا ننسى ونظلم حدا ,0
ما عم تقصري بس اسلب فكرة عجبتني بلا ما يضلوا معذبينا بيناتن وجعونا اجرينا     ,0
سمج سميك زنخ كمخة,1
وهيدي تاني مقالة يا باطل ههههه ,0
خرسي يا كلبه يا نوريه,1
آه يا هبيلي,1
كول هوا اختك شو كذاب وابن حرام وابن زنى أربعين سنة وأنتم حاميين اسرائيل وهلق عّم تتوعد بضرب تل ابيب شو هالنفاق,1
ولو نسيت على المنار شكراً قطر وينك يا شيخ حمد ,0
طيب كول هوا      ,1
ناطرة ياخدوك عسجن رومية بس كرمال يقصولك شعراتك المزروعين يا قرد الجاهلية ,1
انت خليك نازل لحوسي بصرماية معلمك بشار يا كعب الصرماية ولما الاحرار بيتكلموا انت سد بوزك يا بلا شرف يا عامر بالخيانة,1
الوزير جبران باسيل عملّو عصر هضم,0
الوزير جبران باسيل للمرّة الثانية على التوالي يقرّ بحق اسرائيل بالوجود والأمان,0
انت والعيلة ستنهض ثرواتكم,0
خيي اسمحلي كلامك او ما علموك ياه انو الدولة عدوةهيك بدها مقاومتك تخليك تفكر كرمال تست  ,0
جبران باسيل ❤ ❤ ❤ ❤ ❤ ❤ بس هيك نكاية بقلب لي مش عاجبو  ,0
كل عمري إسمع عن أعور الدجيل و حمارو و قول معقول بس طلع مزبوطه يلا واحد منكن دي و الثاني أعور شي طز يالالي ,1
يامعالي الوزير بلا ماتغرد هون رفع سماعة تلفونك وسال رئيس جمهوريتك القوى ليش تلفنلو ودعاه ونسي دماء شهدا  ,0
صبح ربك او الاوامر جاي بكير لتجعدن ماحده شيطان اكتر منك ,1
جبران باسيل ل كارولين صرنا معودين على الخوزئة قبل امير قطر فيه كارلوس سليم اغنى رجل بالعالم مسحنا صب…,1
معا نحو قضاء لبناني نزيه ,0
البلد والشركات عم أفلس صحيح لانه في البلد أمثالك ورؤسائك ومن معك   ,0
رغم كل ماقاله وما نقلته تبقى سيدة العواصم وست الدنيا بيروت هي فوق هذه المدن ,0
كفو والله هكذا هم العرب هكذا هم الدروز هكذا هم الشرفاء قطر كل أبواب العرب مغلقه ,0
تلات رؤسا متقاسمين الصلاحيّات، أكبرهم سنّا ميشال عون ما بيتدخّل بشي بس بذات الوقت توقيعو أساسي لنفا…,0
سمعني لعنة روحه يلا يا علوي فشرت تكون سني,1
وظيفتو يهاجم جبران باسيل,0
ما نايكن الا جبران باسيل عن جديد منا وجر,1
كيف وجدتم مقابلة الوزير جبران باسيل على قناة ال  ؟,0
اتمنى من الدوله بعد ان صف الجرذ جبران باسيل اللبناني وزير خارجية لبنان بصف دويلة قطر ووصف المقاطعه بالحصاار ان يتم ترحيل اللبن…,1
وفكرة حلوة   ,0
انت رمز العروبه وثابت لا تدور مثل وليد يدور درجه صمالله خايف عليه يدوخخ ,0
والله يا معالي الوزير متل ما أكيد مبسوطين وعم نهلل لانجاز وزير العدل وللعهد بمباراة كاتبي العدل منتمنى… ,0
ويبقى جبران باسيل كابوس السياسيين والإعلاميين,0
طيب خلي إيران تحط ودائع وتربح خيو العما شو إنك تافه     ,1
الوزير جبران باسيل التقى في دافوس المبعوث الخاص للأمم المتحدة في سوريا,0
سد حلقك و خراس    ,1
رائع جدا جدا هذا مثل ,0
مين داعمو ؟؟؟؟ لو سمحت تعطي أسماء يا وءام ,0
ما شاء الله مثل القمر كثير طالعه حلوه,0
قويية   ,0
جبران باسيل انت تمثّل كل لبناني عظيم وشريف انت تمثّل كل لبناني طموح انت عدو كل سياسي خمول  مهتري هوّي وافكارو انت عدو ,0
استاذ سامي منحبك ومنحترمك و انت من أذكى الصحافيين و لكن هذا السؤال أخلاقياً و منطقيً ليس بمقبول,0
نحنا مين؟ نحنا وطن بلا روح يا اهلا و سهلا بالجميع و كل من يسند لبنان ,0
أيا تخبيص يا سحر؟,0
فعلا اصبحنا في زمن دوار ,0
هاد مهبول هاد الزمان قلو خراس شي ماتلحق عصام زهر الدين,1
جبران باسيل رئيس اكبر حزب مسيحي يا ريت باقي القيادات بتشتغل قد ربع شغلو انتبه ما تغلط انت وغيرك,0
مو بس عنصري  رجعي متخلف كمان بشكل عام كأنه مثقف عربي من اياهم,1
وبمعنى آخرأكرم شهيب سدو لنيعك,1
معالي الوزير نحتاج الى فكر سياسي جديد ,0
هربت منو بالبيجامة فا لا تحكي كلام اكبر منك لعاب على قدك يا صغير ,0
الاخبار جريدة بخلفية حزب البعص فخليك انت وابراهيم الأمين عايشيين مبعوصيين انت انسان نكرة ,1
تعطّلون البلد وتتهموننا بالتعطيل,0
سد بوزك انت يا عميل يا وسخ يا ابن العملا,1
كلنا معك جبران باسيل,0
يا جبران باسيل انت شو دخلك بلموضوع الخليجي حتى تصرح بهيك تفاهة؟ افشلت القمة، افشلت العهد، افشلت البلد,0
اراكوز ,1
والله يا محامينا العزيز الايام اثبتت انو جبران باسيل بعرقل كل شي بالبلد وما حدا بيقدرلوا …,0
ولاك انت بدك مين يضحك عليك انت كركوز بحد ذاتك حقك فرنك إيام الغلا وكشتبنجي عايش عالتشبيح وكل العالم بتعرف من وين مصرياتك… ,1
عم يقصد جبران باسيل,0
ليش يا شنتير شو كان في مقابلته شي مس منيح ؟ بالعكس يا اصلع كان تهديد قوي لعدوك اذا بتعترف فيه يا مسطل,1
جبران باسيل اتمنى لاتحط بلدك لبنان في مواجهه مباشره مع السعوديه بشوي تصريحات سخيفه تصل ببلدك الى حد البكاء في كل…,0
الخول جبران باسيل روح طلع حزب اللات والمليشيات الشيعية من بلدنا ليرجعوا النازحين يلي احتليتوا أراضيهم وهجرتون يا مجرمين,1
احكي مع الرئيس ولا ما بتسترجي بس شاطر تهاجم الرئيس سعد رفيق الحريري ,0
عيب هيدا المستوى من الحديث ,0
فرق كبير بين الإنتقاد والتخوين,0
الله لا يعطيك العافية شو لسانك بيسبك تفكيرك سكوت يا زلمي ,1
معجزة إنه كلنا تربينا هيك بالكندرة وبالآخر طلعنا ثورة,0
يا عدو الاقليات هلا فرضا شي اقلية هون ولا هون زعلت منك من وين انا بجبلك اقلية ومشان الحساسية رش بودرة وحط مرهم,0
جبران باسيل هدد إسرائيل بأمنها وقال إذا كانت إسرائيل تريد حقاً أن تضمن أمنها وهذا من حقها، اذاً عليها…,0
ابو ريدا ،عيب عليك تقول دويله قطر ،وانت من دويله او قضاء لبنان ,0
لازم نبيد الغوطة كلها لازم نقتل كل سني لازم نقتل كل شخص رافض ظلم بشار الأسد,1
جبران باسيل لا يقل عمالة عن حسن نصرالله,1
عمى ما أبشعك,1
يجب على القضاء التحرك فوراً لوقف التعدي على الأملاك العامة من قبل هذا الوصولي ,0
الرئيس ميشال عون الرئيس العربي الأصيل,0
جبران باسيل، بتحبو او بتكرهو، ما فيك تنكر انو قبضاي وببيض الوج كوزير خارجية سيادي وطني لكن تبقى مشكلتي معه ان حزبه يؤب…,0
عصابات السطة تتحكم بالبلد ,0
كلماتك ما بطًمن، الله يحمي اللواء عثمان و يرحم وسام الحسن القتله بعدن خارج السجن ,0
انت ابن حرام واطي حقير عميل بلا شرف هلق بينت عمالتك وحقارتك ومن اتباع الماسونية الصهيونية با بلا شرف يا قاتل ابوك رفيق الحريري سياتي يوم وتحاسب على عمالتك,1
ايه مضبوط يا معاق معلمك الملطوش متلك نكش اوتستراد حالات عم بدور عمقابر وين ما كان في مقابر الا عند نظامك السوري ما هيك يا عوني الذمي العما بعرضكن شو بلا شرف,1
شاطر بالتقليد بس صبت الهدف وليد بيك منك نستفيد   ,0
دخلك ليش ما بتسمي حاجي نازل ألغاز، مين الابطال ، شو الخدمات، يا زلمي بق البحصة ولا كل شي بدك تقبض حقو؟ ,0
سكربينة عنصرية حقها فرنك فوتي حسابها و شوفي؛بس خدي حب حموضة و مراجعة قبل ما تدخلي,1
لازم يغَيرولا إسما من وزارة الطاقة ل وزارة كان بدنا ننجز بس ما خلّونا,0
انت شو خصك بالحجاب بدك تمشي عارية انت حرة بس ما تحاولي تقنعي العالم بوجهة نظرك بكفي عهر هوا الحريه,1
يتم محاولة تسويق فكرة ان تعطيل الحكومة هو بأمر خارجي على هذا المنطق يعني ان جبران باسيل ينفذ اوامر الخارج  ,0
بدنا وحدة عبشار الأسد بس الخنازير يكونوا وحدة ميشيل عازر وحدة وليد المعلم وحدة لافروف ووحدة بوتين,1
حاج تعوي بقا ,1
ما نايكن الا جبران باسيل عن جديد منا وجر,1
انا مذهولة من كمية الناس المستعدة للدفاع عن النقاب في العالم العربي,0
ما فيك تعيش بلا ما تكب فتن ليل نهار وبكرة قلهم الموضوع عند السيد ,0
ليس سرا موقف وزير خارجية لبنان باسيل جبران المؤيد للنظام السوري المجرم ولكن العجيب هو موقف بعض العرب المتعاطف,0
يا ياسين الزلمه ما عندوه سيوله اخذت منوه بدوه حدا يسكت تمه بشوية مصاري قطرية  هؤ  ,0
وانتو ياهشام خضتوا اوسخ حرب اهلية تجاوزت عشرين عام ذبحتوا بعضكم على الهوية حتى السالمين ببيوت ,0
شكلون ما بزنسوك   ,0
يمكن   لو  كان  ابوك  مربيك  وضاربك  شي  كفين  على نعيك ماكان وقفتي مع بشار يلي اغتصب النساء يا بلا شرف,1
ما تبيّن كأنك مأجور مفضوحة صارت الخبرية سورية تشهد أعنف قصف من العدو الصهيوني و انت حاطط راسك بقطر ,0
لك يقطع عمرن اسم على مسمى,1
نحتاح شعب جديد ,0
لست أنا الذي يبكي كالحريمات,0
شو هالثقة بالنفس ,0
لو نحنا بدولة بتحترم حالها كنت انت اول واحد بينزت بالحبس ,0
الحكومة السعودية تعلن عن طلب مناقصات لحفر قنال على طول الشريط الحدودي مع كندا,0
تسلملي انت والنموذجيه المشكله انه نحن الشيعه نبقى ندفع ثمن بقاء غيرنا نسيت انت وغيرك ابناء شهداء  ,0
رفيقة هيدي ثقافتن ولازم نرد علين بحسب ثقافتن وأخلاقن ,0
جبران باسيل رجل دوله وطالما الجميع يعمل لطائفته فمن حقه هو ان يعمل لطائفته,0
خليك مخبأ ب الجاهلية ,0
علاء خواجا أو اللواء عثمان تغريدات تدل على إفلاسك من المضمون وعلى غِناك من السخافة ,1
باسيل لإعادة النازحين ودعم قطري للبنان باسيل يبحث لحل عقدة تشكيل الحكومة,0
اخذوه حزب الشيطان,1
اسود منك ومن كلامك وقلبك وشكلك ما شفت لا تحكي عن القتل يا صاحب الوجه البشع وبشارك قتل الملايين من الشعب… ,1
ليه مستغربين من تصريح جبران باسيل أمن إسرائيل هو حق,0
بتوصف جبران باسيل بغير المؤهل لرئاسة التيار،,0
يوم بعد يوم تؤكد للكثير انك حاقد مأجور قطشة روح نام,1
انت متهم اول لانك اكبر سرمايه عربيه ,1
يا قرة العين،السادة الأفاضل شبيحة و حاضنة و أحذية النظام ما عم يشتكوا من السيد الرئيس،الجماعة عم يشتكوا للسيد الرئيس،بقى بلاها تحليلاتك المعمقة عن التململ ضمن البيئة الحاضنة للنظام من النظام و قوم اشربلك كاسة حليب و نام ريتو صحتين على قلبك إلهي منحبك القيادة الحكيمة,1
روحي طلعي بالمراية شوفي حالك ,0
عثمان من أنصاف الرجال ,1
