text,label
normal,"Stay in the case of Khashoggi Shaw, you want Minister Gibran Bassil"
normal,"Hahaha, Syria is an existing country that regains its health and its strength quickly, despite your nose, the trumpet of Salman"
normal,"Wahhab, after his strange visit, meeting Khalda, his domestic domestic mission is not directed against a Lebanon"
normal,نحتاج الى رؤيويين جداد 
hate,كلاب لبنان أحقر من اليهود لاشرف ولامرؤة ولادين استبقلكم الشعب السوري يوم كنتم كلاب لاجئة هائمة في  عرسال ورديتم الجميل بالرصاص عبيد المجوس والترك
normal,The truth is said to the summit the summit of Gibran Bassil and only a man of all stages is a man who is greater than the summit and who attended
normal,الحمد لله إني ما بحب الملوخية مشان ما اتخيل
normal,يا حبيبنا استاذ وئام هيدي الوديعه لجياب الحرميه يلي عنا وما حدا عم يردعن ولا حدا قادر يحاسبن بقى متل ما طار ال  
normal,جبران عدونا
normal,A miserable and humiliating attempt to search for rice
normal,وهاب الذي يمشي بمباركة مشايخنا الأجلاء منتصر بأذن الله 
hate,انت درزي يا كلب يا فيصل زباله القاسم هذا موضوع لا علاقة له بك يا واطي يا قذر يا عميل و مشرد و كلب الدروز النباح عليه كول من البياره اللي انت فيها و قفل نيعك يا كلب
normal,مشكلتك يا بوق بانك سلبي بسليقتك وتحب ان تهاجم الآخرين لكي تظهر من جهة وتنفذ ما يطلبه منك مشغليك المهم
normal,محاولاتكن فاشلة ويائسة  دعوة الغريب اجت بس لأن معروفة عنا مين ببقدر يحالس شيخ العقل ومستوى حضور قمتكن م  
normal,Each country supports the Lebanese economy we are with it
normal,Far from evil from the heart of Sudan are the dirtiest revolution
normal,When a Christian Arab leader who has been hoping Gibran Bassil comes out and tells about Israel's infringement of Lebanon ...
normal,لقاء بشار الاسد مضر بالصحة
normal,معاليك و نتائج مجلس الخدمة المدنية مش هيك؟ مش لازم تندعم لانها لناس مشحرة و قدمت على الدولة بكفاءة و بدون واسطة
abusive,Shi Bayhawi
abusive,رحمه الله قتله أسيادك أيها البوق الكبير 
abusive,"A clown, a liar, a hypocrite, a dancer over the bodies, a mortgagee, a slave, a slave, has no will or a word, even all the hideous attributes have become ts."
abusive,عثمان من أنصاف الرجال 
abusive,"The first one must enter the prison is you, you"
normal,This world is full of nonsense
normal,هذه هي إسرائيل التي قال عنها جبران باسيل المُقاوم أنه لا يرفض وجود إسرائيل و بأن أمنها هو حقٌ لها
normal,سؤال لشيخك وشخ خلدة الغريب ايران بلد عربي ام اميركي ؟   اذا عرف الجواب منعينه     
normal,انت روح عا وطن جديد ولا يهمك بندبر حالنا 
normal,إنت بهمك الهلال الخصيب أكثر من خصوبة وأمن وأمان ومستقبل لبنان هلال ولا أجمل من هيك ونحن أيضاً معه… 
abusive,"Ashbah, who scores Cole, you see a match, not a lecture"
abusive,"Walid Jumblatt, writer of wisdom, dirty"
normal,آخ يا جبران باسيل شو قاهر عالم     انت معلم منا وجر
normal,كنا نعاني من تفرد دويلة حزب الله في قرار السلم والحرب اضيف اليوم معاناة جديدة تتمثل ب دولة 
abusive,يلعنو ويلعن يلي حاوي بلا خواجا بلا زبالة 
abusive,شلة بهايم معاقين
normal,وهاب مهاجماً قطر لا تتقن إلا التخريب 
normal,جبران باسيل فخر الصناعة العونية الباسيلية
normal,معك حق لازم محاربة الفساد منبلش مين دعم فتوش بعين دارة و خرّب الجبل كرمال كسارة مش انت مين قوص
normal,سورية قلب الامة العربية 
hate,Jewish -like
hate,الكلاب اللبنانيين يداهمون مخيمات عرسال للاجئين السوريين كلاب وستبقون كلاب
abusive,"I mean, you are a prostitute politician"
abusive,قليل ادب 
abusive, حدا سمعك شي كلمة حلوة بتليق بمقامك اكيد لا طيب انا رح سمعك هيي سد نيعك يا كلب يا زمك يلعن شكلك شو واطي وسافل…
normal,"Your day is Saeed Dima Show, we are today"
normal,"What has your psyche comfortable, it can become a sedition"
normal,شي مؤلم للغاية
normal,"Liko writes an Arabic Hayda, what is the name of God, and God is for you to destroy a mind to see you as you take off as you are and leave you with theet"
normal,What happened to you?
normal,"Nasrallah breaks the silence when silence on the statements of Gibran Bassil, is it just because Hezbollah needs ..."
normal,"O local of the bruises in front of you, I and you, a fourth group"
normal,"They were crushed, dear ❤ "
hate,نعم يافلاح  يا ضيعجي ياتافه يا درزي باتحكي عن السوريبن وانت اول من يتمنى موتهم وفنائهم وتبقى طائفتك الدرزية ياحشرة
normal,شانن حملة على قطر شو ما في تحويلات؟ اها صحيح انت تحويلاتك حارة حريك والشام هههه 
normal,جاسوس برتبة وزير
normal,ما في دم،نوايانا واضحة بس في نوايا مش نظيفة عم تحط مكونات درزية راس حربة بلعبتها ضد مرجعيا… 
abusive,You are very tired and settled
normal,"Good words, and you are also under the judiciary"
abusive,"Every time I was saying that you are sweet and the people were deceived by you, but I got a sweet mistake, but the degree of vulgar"
normal,صدقت ياصوت لبنان الحر العابق بالنضال والوطنية المحترم وهاب قطب فاعل ونقي من الدروز الشرفا 
normal,عندما يصبح القضاء مستقلا ولم يتبع من خلال سياسي لتعيينه في الجسم القضائي ممكن أن نتخلص من  
normal,شو هالثقة بالنفس 
normal,"The people do not need your money, this is a people who need your absent conscience"
abusive,"If in a country, your time was in the sewer"
abusive,Even Faisal Al -Zassem Al -Qasim
normal,هل تعلم أن عتاد الملازم هو عبارة عن بدلة عسكرية وسلاح بقيمة  وقف أمام الصهيوني الذي يرتدي عتاد بقيمة ؟
normal,لو في دولة كنت انت بالحبس من زمان و نحنا مرتاحين من تغريداتك 
normal,"Who stole it from the other, you or Ragheb Alama?"
normal,"Hida, the name of Tabil, His Excellency the Minister"
abusive,"Gibran Bassil and my arrival in the madness of greatness, we are preparing for anything, anything to reach the presidency, and then he is ready to do anything to grow up and ..."
normal,"Sure, digested and respectful"
normal,كلامك على حق دائماالله يحميك 
normal,"Save Yazmeh, no one who crosses you, we will save us"
abusive,ريتها سليلتك يلي طالع منها جحش متلك تروح روحة بلا رجعة الله يرمل حريمك يا ابن الكلب واحد جحش ابن جحش و جحشة روح انقبر
abusive,"Bruising, so you can"
abusive,قوم شخ على قبر القائد الخالد بلا مؤاخزة
normal,لا لا يوجد اكثر من هذه الهاوية ولكن لا يجب التكلم عن سعد الحريري في هذه الطريقة
normal,Oh my judiciary
normal,شام يا ذا السيف لم يغب 
hate,الملاحدة بقر ياخي
hate,"Shame, all shame is the group of antichrist, harmony, Talal, Nasser al -Din, and everyone who alliance and support you, the farce of society is a farce ..."
normal,مافي أجمل من صوتك
normal,I wish your teacher join me before
abusive,له يا عكروت صاير عم تحكي كلام اكبر منك
abusive,نعم ياغبي يا زنديق انعق كما تشاء لانك بلا شرف
normal,طيب ماشي في شي غيرو المرجع الكبير قديش كبير يعني فيك تحجم 
normal,May God protect you
abusive,بتخريها يا واطي كم كلب سعودي اجى علبنان وما حكينا شي لانو منقول لبنان بلد العيش المشترك وحر كل واحد يستقبل مين ما بدو بلبنان الاسد بيجي علبنان وبيدعس عراسك وراس اللي بشد عمشدك
abusive,Syria Jay is your head
normal,Who is the companies and who are their owners?
normal,اجمل شي بس يخبص باسيل منرتاح من ناس على تويتر لفترة من الوقت
normal,Wahhab is the right holder and the owner of the right Sultan
abusive,والسيد حسن مو هو نفسه حسن نصر اللات عبد ايران هذا الي أقصده  وسؤالي هل وائم معا سياسته ولا ضده فقط
normal,فخر لطائفتنا وعزتها رجل التواضع والكرم والوعد الصادق  مناشدا باحقاق الحق والعدل ويا ليت المسؤولين في  
normal,"I returned from the Emirates, your Excellency, not after you Honik?"
normal,"We are the sons of Imam al -Mughib, Mr. Musa al -Sadr."
normal,"Support by international and Arab organizations, for the displaced, must be to motivate them to return, and the principle that was approved at the economic summit, b ..."
normal,قالو لفرعون مين فرعنك قالن ما لقيت حدن يردني التغريدات ما بتكفي شو ناطرين لنبعتو عند اهلو و حبيبو ابن سوسو 
abusive,"Tze in you and in them, if a lot of people like him, like a corision and a soul, or with you, take the urination with you"
normal,يلي مش عاجبو حديث الوزير جبران باسيل عل منتمنى يكون مشروع شهيد مستقبلي بحق إسرائيل
abusive,"O defect to tattoo on you, Karakuz"
abusive,ولك العما بقلبك عمي يا اوطى مخلوق عوج الارض روح انقبر كول قتلة من مرتك
abusive,"Al -Zahir Al -Jazeera, I am invalid, give you my destiny, as usual"
normal,"Your mother gave birth to you, O Samarrai"
normal,كلمات رائعة جداً
hate,"I forgot that the current is the name of monotheism, even in the virgin"
normal,تسلم يا حبيب الشام 
normal,اوقفت القوى الأمنية الناس على بعد حوالي كيلومترا من المطار بسبب مرور الوفود العربية الى القمة الفاشلة، تخيلوا عجوزا…
normal,"Do you say your monthly salary for charity gathering, good to become a wise man, but with your confusion, you will see the parliamentary"
normal,This experiment is required to circulate in all ministry and follow the example of the Ministry of Justice
normal,"Sure, Gibran Bassil, and is it hidden"
normal,"Wahhab, the absence of Syria from the Arab summit, lost its importance"
normal,معقولة وصل بهم السفه لهذه الدرجة    
normal,ولعها وهيك بتكون الشقيقة قدمت اكبر خدمة لشقيقتها        
normal,"Bring me one statement in which Israel says I will burn Iran, the Iranians, Lebanon, the Lebanese, or Syria and the Syrians ..."
normal,"Linguistically, Al -Tadlal, the head of the Arab Tawheed Party, stood on the basis"
normal,لازم نشوف حل مع جبران باسيل وحياتك انتا رئيس وما حدا رح ياخودو منك بس مو لهالدرجة الانبطاح خلي عندك إنسانية
normal,"Where is the rich from the wealth and where is the spontaneity from the atom, with your honor, leave the honor on the side, your scouts are published on the surfaces ..."
abusive,بتحط صورة بتقول السوري يضب غراضه ويرحل وبعدين بتقول ما في ضرورة لتغذية الحقد إنتي حمارة ولا عم تستحمري
normal,"Shui Shui on us with tweets, we do not catch up with all the responses"
normal,"If a country respects itself, you would not tell it, nor uncle, and you did not follow the fish, and I followed."
abusive,"We were going back to you by telling sitting, but your interpretation of the answer"
normal,وزارة الصحة أعلنت عن أسباب ازدياد الأمراض لدى المواطنين ويللي بمعظما ناتج عن تلوث هوا ومياه طيب عال شكراً هلق منشوف كيف فينا نتصل بوزارة البيئة 😎 😎  
abusive,"Sure, we are not invented"
normal,وظيفتو يهاجم جبران باسيل
normal,ما بيسترجي في مصالح شي مره شفت وليد بك انتقد بري
abusive,"Well done with an angle, as a jelgan mouse, excuse the mouse"
normal,يا شو لابقين عبعض 
normal,اللهم انتقم
abusive,الله يلعن شرفك يا سعدان الجاهلية يا صرماية عتيقة العقاب لوهاب وهاب قاتل ابو دياب 
normal,"This is a meeting of the original well -known, may God bless you for good and good good"
normal,Only the Lebanese is impossible ☹  to learn ☹️
normal,كلمة جبران باسيل إختصرت القمه بكلمه
normal,هدفها إقصاء الرأي الآخر بالجبل ونتيجتها إستشهاد محمد أبو دياب مش عيب نقبل ناكل لحمنا بإيدنا 
normal,و انت يا ابو امارات بنفس الزورق معهم 
normal,قطر شنت الحرب على اليمن قطر أخرجت سوريا من الجامعة العربية قطر بلد المنشا للداعية محمد بن عبد الوهاب
normal,"Why do you not call Haji Nazi Al -Bazzi, who is the heroes, what services are, O Zaki Al -Baqasa, and everything you want to hold a right?"
abusive,Iza Mank has bread and salt
normal,أولا بعد بكير على هل حديث ثانيا الله يطول بعمر فخامة الرئيس العماد ميشال عون
normal,ليك يا ولد انا مش من رجال التواصل الاجتماعي انا باخدك عجهنم واذا فيك ٪ رجولة خليني اعرف مين 
normal,What is in the state of Lebanon on the farm of its pre -Islamic capital
normal,قول والله؟ 
normal,I say the truth on Gibran Bassil
normal,روسيا المنتصر في سوريا على بشار والارانيين وحزب الشيطان 
hate,صحيح ما في اي شك بس الدروز كلاب و خونة
normal,Fear the evil of Gibran Basil
abusive,"Cole Hua, when you will make you create your creation"
normal,"Strong Professor Wahhab, similar to the anti -corruption story in Lebanon ,,,,, Shui"
abusive,سدي بوزك
normal,الله يبارك فيك
abusive,A failed translator and has sin
abusive,خليه عم ينبح الرئيس سعد الحريري مطنشو 
normal,استقبل رئيس الحكومة المكلف سعد الحريري في بيت الوسط وزير الخارجية والمغتربين جبران باسيل
abusive,Cole Hwa and Blid Blid your teacher for a spy for a criminal Bedou
normal,"We want a clean judiciary, does not forget the corrupt and saboteurs"
normal,You are telling the eye of the truth
abusive,A Cole Hawa
abusive,I don’t want you
normal,"The soul of Damascus, Yaman Shaw, after you"
normal,يا قايم الحق ما اكذبك 
normal,طيب والسعودية شو عملت ما دعمت الارهاب ب سوريا وانت بآخر طلاتك عم تمدحها ؟ لماذا الكيل بمكيالين 
abusive,أنا لي صديق قواتي هذا لا يعني انني لي نفس مبادئه وخصه وأفكاره حاج تبذقو وتلحسو جبران…
normal,اجا غصبن عن أنوفكم واستقبلتوه 
normal,"The time of the aggression of July, remember the words of K. R. R"
abusive,Khuras and fill your throat because there are no cases
normal,العمى طلع معين المرعبي مش عارف انه الشيخ سعد منسق التفاصيل مع جبران باسيل بموضوع النازحين وسوريا
abusive,صاير بايخ خليك بالصرماي اهضم
normal,ما حدا بالو بطرح اسمك نحن همنا نؤمن ع حقوق المسيحيين من خلال رئيس الحمهورية ت اذا في حال انت وصلت مع اني بشك للرئاسة
normal,"Do you think, but they did not distribute years aid, you knew how my soul"
abusive,لقاء خلدة يلي بيتضمن جعارين مرتدين لا فهم و لا أخلاق عملاء تابعين للجزمة السورية عيني لا انت و لا حليفك 
abusive,You call for disgusting
normal,"The Emir of Qatar brings American orders to a specific mission, which is to convert the conference a platform against Syria, incite its president and prevent ..."
normal,ومحلي هلق من الاعراب اني بكره جبران باسيل متل ما مل هل الطوايف بتكرهو وبرجع بقلك بحكي واقع الناس يلي انتو نهبتو وقمعتوا 
abusive,المخلوقة بتناقشك بكل احترام و انت قاعد تولول متل العجيان و ما بدك تتبلك؟ حقك بلوك يخلع رقبتك
normal,"There is no greeting, no peace for Michel Aoun, for his role and his contribution to the incision of the unity of the Druze row, and we say to him and his ilk we are looking for each ..."
abusive,"You lied to you, Ayoub, liar and text of Gibran Basil cleaned than your conscience"
normal,"You have to appoint the President of the League of Hebrew State, you are doing you, you will drop Arabism and Saudi Arabia"
normal,"The defect of lying be honest, even once"
normal,جبران باسيل ديكور لبناني والمحركات إيراني
normal,A joint press conference of the Secretary -General of the League of Arab States Ahmed Aboul Gheit with Minister of Gibran Bassil
normal,نشر صور الضحايا حركة حقيرة لاستدعاء التدخل الخارجي في سوريا، لأن الطيارات الروسية الي عم تقصفهم هي من طيور البادية السور…
abusive,"The spirit of Hafez, the son of sixty thousand dogs cursed, destroyed the country and killed a million and abandoned millions and says, may not be sufficient for your execution for one time"
normal,"For any corrupt people, why does the corruption of its allies or the two are disclosed?"
normal,انت مين لا تجي تأمر مين انت مين 
normal,واذا سجنوه بيتعامل معاملة الملوك 
normal,Very very cool like this
normal,"Come on, a milestone, Walid Al -Muallem, and give it to the map hahahahahaha"
normal,كلام صحيح وبموضوعية من دون تموضع وتوجه سياسي 
abusive,"O my father, I don’t understand the leader of the first mountain and the unit"
normal,The lot of two and two pills
normal,لا بس هي صدفة بحت انو سوريا كبلد يعتبر بلد سني الاكثرية وكمان بالصدفة تم ابادة هالأكثرية وتهجيرها
normal,The word Gibran Bassil at the economic summit you need to pay permission
normal,"Time, upside down, and it is only true"
normal,"Do not tell me, I don’t know Gibran Bassil, the Arabic symbol, the enemies, the earthquake, the homeland, the refugees, Nasser, Nasser, a client ..."
normal,Mountain's struggle is Syrian messages to Jumblatt?
hate,"For the days of Jaya, you will be a land that will be, O Iranian agents"
hate,Sudanese Brotherhood insect your mission is to spread lying and prostitution Iranian shoes funded by Israel
normal,"As for our relationship with Gibran Bassil, there is a friendship between us, respect and ..."
abusive,اي وطنية يا لص اعد عم تنهب اموال البلد بحجة انك وطني بلا شرف
abusive,انو انت شو شريف ما انت اكبر لص 
normal,"We must change this rotting system and replace it with a citizenship system, and everyone is equal to the law"
normal,The Lebanese Foreign Minister to Syria soon
normal,We need new souls
abusive,يلعن عرضك شو منافق يا بيار صوهيوشيوعي
normal,"As we are used to you, leader of the word of truth"
normal,خبر موثق او نكتة؟ بس لنعرف كيف نتصرف 
abusive,على أساس الجحش بشار قمة الأخلاق والإيمان خراي على شرفك وشرفو 
normal,جبران باسيل زوج ابنه الرئيس منبوذ من اغلب الاحزاب اللبنانيه فهو مع الرئيس ينفذون اجنده دمشق وايران
normal,"Yes, and yes, we cherish you with the word of truth"
normal,"It is best to take care of the hashish trade, as it generates more profit than the empty petitions"
normal,إعلام القمة العربية التنموية يعلن أن اقتراحا لبنانيا مهما سيقر في شأن أزمة النازحين واللاجئين سيذيعه وزير الخارجية جبران باسيل
normal,"Secret, O Wahhab Wahhab, O Great, and do not pay attention to anyone"
abusive,ولك كول هوا بالمنام ما حتشوفوها لبعبدا وذكرني اذا شفتوها ما بكون حدن منا هون عميل
normal,كلمتنا مقدسة بالسر وعلنا
normal,وعدت فصدقت قلت وفعلت انت لست زعيما وحسب انت تملكت ضمائرنا وقلوبنا وعقولنا ادامك الله سندا وأبا وأخا  
abusive,يتكون بلا شرف اذا ما بتحلقون راح زمانك يا زمك
normal,جبران باسيل قصف جبهتكم هههههههههه
abusive,Other
hate,سكت كلاب العونية فلت كلاب حزب الله القافلة تسير وكلاب حزب الله تنبح
abusive,أموال الكون التي تزيد ألسنتكم طولا لن تصل إلا لتمسيح حذاء جبران باسيل
normal,زعلانة عليك يا رامبو زمانك انت 
normal,جبران باسيل ل  ربما علينا تعليم الغرب كيف تدار بلد دون ميزانية
abusive,روح  انضب  يا  بلا  شرف ما  تنسى  انو  تسعين بالمئة  من  الطائفة  من  جبهة  البيك
normal,عزيزي وئام شو يعني رعديداً
abusive,اخرس انت ما لك فيه  خلك في المشاكل الي تجيبها ل محور المقاومة 
normal,Sources of the Free Patriotic Movement deny via the OTV what has been circulated through some media outlets
abusive,"Shelllla, to understand, but what you have said, you are a two -person who is affiliated with prostitutes or politicians"
hate,Feminism has become a representation according to the competencies. 😂 
normal,And you are the forces that you are not with equal?But the Haldkana sugar with the sake and my descent join the party ...
normal,"Live with you, Six Dima"
normal,God prolonged the age of the sheikh of the mind and we are proud of his participation in the summit
normal,جبران باسيل اتمنى لاتحط بلدك لبنان في مواجهه مباشره مع السعوديه بشوي تصريحات سخيفه تصل ببلدك الى حد البكاء في كل…
normal,"Ayeh heck, Gibran Bassil's dream, you want to work"
normal,"Poor, Lebanon"
abusive,"Cole is free for you, when you will make you create your creation"
abusive,انت ك* امك عامو للغريب وعلى ام كل درزي معك لان الدروز منك براء يا مفتن يا وغد يا ابن الزنا يا عرس انت… 
normal,"Brother, Wahhab, before a plastic surgery at a time when my brother was not Abu Abdo, on the idea of ​​the Lebanese, but they would know who ..."
normal,تكبير قبل ال بيصير حلال
normal,"With your beautiful confusion from your bag, Nawi is working"
normal,"I tell the president, nor what do you want, but Shater attacks President Saad Rafic Hariri"
abusive,"I am not in your heart, what do you say your blood and what I will tell you"
hate,خروات معراب وبقايا اذار والحاقدين 
normal,مش معقول شو بيشبهك هالبوست 
abusive,يخي كول هوا و خليك في دولتك فرنسا  
normal,اخخخخ يا استاذ نديم معظم الردود عم تحصر الموضوع بالبيان الذي صدر عن معين المرعبي بخصوص عدم وجود سياسة عامة للدو…
abusive,لو ما كان جحش ما كان صار قنصل بلا مؤاخذة
abusive,روحي جيبي شرفك من نظام الأسد يا عجوز
normal,مباشر من بيروت مؤتمر صحفي للأمين العام لجامعة الدول العربية أحمد أبو الغيط ووزير الخارجية اللبناني جبران باسيل
abusive,The lion curses 💚  💚
abusive,اذا معلمي زنديق انت معلمك شو ابن متعة انضب احسن ما كمل القصة يللي بتعجبك 
normal,اكتر واحد فرحنا بمقابلة السيد هوي جبران باسيل
normal,ناقصكن نحول    
normal,وهل اصبح وئام وهاب قاضيا يبرئ المظلوم ويسجن المذنب بأدلة من فجوره وقوة من عمالته لنظام دمشق وزحفه
normal,ماذا يعلق سماحة السيد على حملة الإفترائات التي تطال رئيس التيار الوطني الحر  الحليف الأول لحزب الله  معالي الوزير جبران باسيل
normal,نحن نعمل ضد جبران باسيل لانه العدو الاكبر للمسيحيين في لبنان
normal,"This is a worker like the lottery that boasts of her sister's hair, by being a failure with a loser, but he is proud of the accomplishments of other chefs, Silest etc."
normal,يخليلنا ياك    
normal,You are always right ❤  ❤
normal,A humiliating performance of Foreign Minister Gibran Bassil
abusive,The calamity is that this person is Baathist with the taste
normal,قديمة ، الساعرات    
hate,هؤلاء الخبثاء والخنازير أينما حلو يحل بارضهم الخراب     
hate,"My brothers, God is not racist, but I hate the Syrians and the Palestinians hated what he knows except God"
normal,Is the presidency account a news site for the statements of Gibran Bassil?
normal,"I have ruled to the judiciary, Professor Wahhab regarding the pre -Islamic incident. I think you should wait for the judicial investigation before ..."
normal,كنا نتمنى أن تأتي هذه الصحوة قبل تدمير البلاد العربية الشقيقة وقتل مواطنيها وتهجيرهم 
abusive,"If my experience is not experienced about Saad, the people would have believed you, but it would be Saad Hariri, my soul is my soul"
normal,وزير خارجية لبنان جبران باسيل اذا ارادت اسرائيل حفظ امنها هذا حقها
normal,Al -Hasbani confessed to those who are able to work ministers Hoy of the best of the best of your assessment of people in Qaisu with a minister of Caesar Bou Khale ...
normal,"We hope that, His Excellency the deputy"
normal,اذا فريق ونص المباريات زبالة شلون وقت بتصير البطولة ب فريق
hate,صح قتلت مليون سوري ارهابي قذر 
normal,ولله ستحي شوي ولووو عن جد لي ستحوا ماتوا اساسا لو في عنا دولة كنت وامثالك مجردين من الحقوق المدنية
normal,"We need a new people, but unfortunately there is no hope"
abusive,"Are you a prostitute, politician, or Sheikh of Aqel?"
normal,جبران باسيل نكاية برئيس مجلس النواب الفنزويلي يؤيد مادورو  حتى لو انزعجت امريكا
abusive,"Sure, you are not a salary amount"
hate,قد يكون كما تدعين لكن له مبدأ واضح مو متل العواهر الي عندك 
normal,هل تعلم يا عزيزي ان كلمة فينيقي كان يستعملها اليونانيون للدلالة على اَي شخص من منطقة شرق المتوسط وان سكان المنطقة ما كانوا يسموا حالن فينيقيين
normal,الله يطول عمرك حضرة الرئيس وئام وهاب 
normal,حتى هي بتقول قعد بزاوية وشربها وخلص يعني لو شرب وبعدين صار يموت ولا شرب وقام يخبط بالعالم كان اوك ممكن افهم الانتقاد بس انه شربها بأدبه وخلصت القصة شو المغزى؟
normal,ليه بتحب تجيب البهدلة لحالك
normal,Gibran Bassil is the smartest minister
normal,معاليك يبدو اننا نحتاج الى شعبٍ جديد بكل اسف 
hate,"Live on his signs, this is a Shiite print that lives with his mercenaries"
normal,"I don’t fail, but I took a idea that I liked without what they lost, we are tormented, we have a pain."
normal,From Gibran Bassil's interview with Israel's security is a right
normal,"By God, what is the time destroyed the covenant after Gibran Bassil, but you"
abusive,"I say you eat, but oh Lulia"
abusive,"And I suggest that you go to a veterinarian, because it seems that you are very painful"
normal,"The best morning for the beloved of my heart, Gibran Basil, the moon"
normal,جبران باسيل بيستشير امريكا بخصوص حضور سوريا القمة العربية وحلفاء باسيل بقولوا امريكا عم تحارب القمة كلهم ملاعين
normal,"Gibran Bassil, uncle, Najl Nagl, between conferences, endeavors and negotiations to form a government, and partisan meetings and meetings,"
abusive,"I will reply to you with my dialect, Cole Hawa and Lak"
hate,مهما فعلت قطر لا يساوي شيىء أمام ما فعلته السعودية الارهابية 
abusive,Dragon is the same
abusive,"A greeting from the heart of Palestine to Qatar and to its prince, Sheikh Tamim, and to lose the killers of children in the Levant"
normal,ذم الخليج مئة مره وخص قطر بمذمه واحده تحصل على شهاده بالوطنيه حتى لو كنت وئام وهاب 
normal,فليعلم المظلل ان الحقيقة ستظهر والقاتل ومن خلفه الى غياهب السجون 
abusive,Al -Harbay was defending Bashar more than Wahhab
abusive,جبران باسيل معتوه
normal,God bless us the president; and intelligence creates us
normal,And they tell Gibran Bassil
normal,وكما قال الشاعر الفرزدق السلاح النوعي سيصل قريباً بولشيت
normal,تقبرني جبران باسيل قبل ما تنسينا زعامة كميل شمعون وانجازاتو   جيب الكهرباء يلي وعدتنا فيها
abusive,God curses you and curses what he curses you
normal,خيي هلق قطر ناطرة الفوايد انا مشكلتي انو هوي عم يهاجم قطر و يدافع عن الباقيين مع انو كلن ك 
