text,label,translated
@user @user honduras guatemala??? would considered shithole countries well?,offensive,@user @user honduras guatemala??? would considered shithole countries well?
@user fuck faggot,normal,@user fuck faggot
look leftist terrorist like guy shot @user softball game compar @url,normal,look leftist terrorist like guy shot @user softball game compar @url
dawg rondo fucking retarded,offensive,dawg rondo fucking retarded
2018 yall dont know calling asians ching chong racist,offensive,2018 yall dont know calling asians ching chong racist
@user early gab awesome maga sad see whole thing wither die one giant retard moshpit cringe.,offensive,@user early gab awesome maga sad see whole thing wither die one giant retard moshpit cringe.
get they're dead communist literally retard mode,offensive,get they're dead communist literally retard mode
@user hmm okay case take care twat,disrespectful,@user hmm okay case take care twat
@user @user @user retard twitter account looks like.,offensive,@user @user @user retard twitter account looks like.
@user behave yurself today match day stop twat,fearful_offensive,@user behave yurself today match day stop twat
sounds fucking retarded. idiots seriously get kick shit? jesus...,offensive,sounds fucking retarded. idiots seriously get kick shit? jesus...
horrible cunt @url,hateful,horrible cunt @url
@user welcome twitter club known as.. reported far left retarded cry baby..! @url,offensive_hateful,@user welcome twitter club known as.. reported far left retarded cry baby..! @url
#shitholecountry leave?nnoh yeah....because shithole country overran @url,hateful,#shitholecountry leave?nnoh yeah....because shithole country overran @url
@user @user @user retarded.,offensive,@user @user @user retarded.
@user @user mongy american probably,offensive,@user @user mongy american probably
cunt progress bint tpa talking one rule oneone another. near fucking choked coffee.,offensive,cunt progress bint tpa talking one rule oneone another. near fucking choked coffee.
@user @user dont take allegations seriously thats feminazi brainwashing. see is. context everything.,fearful_abusive_hateful_disrespectful_normal,@user @user dont take allegations seriously thats feminazi brainwashing. see is. context everything.
@user literally mudslinging retard,hateful,@user literally mudslinging retard
true ur ching chong _ 1/8 xd @url,offensive,true ur ching chong _ 1/8 xd @url
damn right mfs retarded @url,offensive,damn right mfs retarded @url
think pittsburgh synagogue shooting hate related ... retarded.,normal,think pittsburgh synagogue shooting hate related ... retarded.
(i reclaim retard dont get mad),offensive,(i reclaim retard dont get mad)
@user @user cant tell bonnie actually retarded shes pretending.,abusive_offensive_hateful_disrespectful_normal,@user @user cant tell bonnie actually retarded shes pretending.
@user fuck suicide male prostitute rubbish chinaman lee hsien loong imagining rubb @url,abusive_offensive,@user fuck suicide male prostitute rubbish chinaman lee hsien loong imagining rubb @url
@user @user retard explained isnt drama,offensive,@user @user retard explained isnt drama
1/1024th middle eastern leftist they'd calling largest terrorist attempt since 9/11.nnbut @url,hateful,1/1024th middle eastern leftist they'd calling largest terrorist attempt since 9/11.nnbut @url
@user 6/28/2018. four illegal aliens accused kidnapping raping two teenage sisters 13 1 @url,normal,@user 6/28/2018. four illegal aliens accused kidnapping raping two teenage sisters 13 1 @url
cum eye ball faggot dickhead fucking cunt slut cakes,offensive,cum eye ball faggot dickhead fucking cunt slut cakes
matter hard try always retarded math,fearful_offensive_hateful_disrespectful_normal,matter hard try always retarded math
@user ching chong style,offensive,@user ching chong style
full grown man fancy dress halloween? wank stain. certified twat.,fearful_abusive_offensive_disrespectful_normal,full grown man fancy dress halloween? wank stain. certified twat.
@user look relatives asia mongoloid. many fair haired blue @url,offensive,@user look relatives asia mongoloid. many fair haired blue @url
kyo retard nlike fuck,offensive,kyo retard nlike fuck
@user @user @user #florida shithole country. yeah part usn3 killers @url,offensive,@user @user @user #florida shithole country. yeah part usn3 killers @url
come serve faggots. messages open. looking new faggot fill space wallet. #findom @url,offensive,come serve faggots. messages open. looking new faggot fill space wallet. #findom @url
sheck wes nigger,hateful,sheck wes nigger
@user thanks spic,offensive_hateful,@user thanks spic
swear boyfriend partially retarded times,fearful_abusive_offensive_hateful_normal,swear boyfriend partially retarded times
@user i'm making buttered noodles u retard,offensive,@user i'm making buttered noodles u retard
proper cunt blokes likely lost friend colleague fuckers already diving absolute @url,offensive,proper cunt blokes likely lost friend colleague fuckers already diving absolute @url
@user @user would break heart. america advanced ins many ways conversely retarded w @url,offensive,@user @user would break heart. america advanced ins many ways conversely retarded w @url
meanies call mongol sayni child genghis khan child orangutan,abusive_offensive,meanies call mongol sayni child genghis khan child orangutan
faggot looks like walking hiv @url,fearful_abusive_offensive_disrespectful_normal,faggot looks like walking hiv @url
getting illegal aliens stay home fear good first step. next hope move onto self-deporting @url,offensive,getting illegal aliens stay home fear good first step. next hope move onto self-deporting @url
cunt would walking away @url,offensive,cunt would walking away @url
@user fuck u spic,offensive,@user fuck u spic
trannys retarded _ asshole  @url,offensive,trannys retarded _ asshole  @url
@user @user ima real...you try talk 20000 screaming mentally retarded adults cant even form @url,offensive,@user @user ima real...you try talk 20000 screaming mentally retarded adults cant even form @url
keep mind im negro open mind got screen door best bar whole fuckin album lol,offensive,keep mind im negro open mind got screen door best bar whole fuckin album lol
wayne collab decaying negro,offensive_hateful,wayne collab decaying negro
@user lol ok sure. cunt ,offensive,@user lol ok sure. cunt 
enough enough! @user cancel scheduled testimony lying feminazi ford needs @url,fearful_hateful,enough enough! @user cancel scheduled testimony lying feminazi ford needs @url
whole okay white thing created expose hate white people inclu @url,offensive,whole okay white thing created expose hate white people inclu @url
ima let negro bc really got fucked &amp; know better !!,offensive,ima let negro bc really got fucked &amp; know better !!
@user crude leftist podcast uses word retard lot fan base made angr @url,offensive,@user crude leftist podcast uses word retard lot fan base made angr @url
retard. @url,offensive,retard. @url
lagged yo chill faggot fucking hell lol. killing ,offensive,lagged yo chill faggot fucking hell lol. killing 
@user yes retarded leader paper tiger.,hateful,@user yes retarded leader paper tiger.
selling dvds hahahaha shop gonna hate woman counter mongy cunt anyway deser @url,fearful_abusive_offensive_hateful_normal,selling dvds hahahaha shop gonna hate woman counter mongy cunt anyway deser @url
i'm done dealing little bitches. grow fucking pair cunt.,normal,i'm done dealing little bitches. grow fucking pair cunt.
well maybe i'm faggot america!ni'm part redneck agendannow everybody propagandanand sing along age paranoia,hateful_disrespectful,well maybe i'm faggot america!ni'm part redneck agendannow everybody propagandanand sing along age paranoia
u see colonialism right?? i'd blast writing vmin getting lost mongol shobhajatra ppl w @url,normal,u see colonialism right?? i'd blast writing vmin getting lost mongol shobhajatra ppl w @url
got head like dyke got head like @url,offensive,got head like dyke got head like @url
literally feel retarded anytime use left hand...i looking kinda stupid ,offensive,literally feel retarded anytime use left hand...i looking kinda stupid 
@user hey spic kinkdom bigger get facts sending ur little puppets talk smacknnur server @url,hateful,@user hey spic kinkdom bigger get facts sending ur little puppets talk smacknnur server @url
@user @user @user hypocrisy retard anyways how's johghyun doing?,offensive,@user @user @user hypocrisy retard anyways how's johghyun doing?
cmon machado fucking mongoloid,offensive,cmon machado fucking mongoloid
@user chinaman issue,offensive,@user chinaman issue
@user rastice bitch add fagot sucks cock dam day night fucking faggot,offensive,@user rastice bitch add fagot sucks cock dam day night fucking faggot
15 mins netflix &amp; chill called faggot,offensive,15 mins netflix &amp; chill called faggot
@user @user happens anel retarded.,offensive,@user @user happens anel retarded.
@user @user waste graceful white filthy refugees.,offensive,@user @user waste graceful white filthy refugees.
@user lmfao shut cunt unfollow,abusive_offensive,@user lmfao shut cunt unfollow
@user ching chong,offensive,@user ching chong
@user brazil go vote use finger print id 3rd world shithole... wh @url,offensive,@user brazil go vote use finger print id 3rd world shithole... wh @url
photographer - humana - 4 #portrait #rio_negro #argentina #strkng #photography #contemporary #bestof @url,normal,photographer - humana - 4 #portrait #rio_negro #argentina #strkng #photography #contemporary #bestof @url
ring chong ching ching chong chong ching,offensive,ring chong ching ching chong chong ching
golden visas: wealthy immigrants abuse quebec's immigration pro... @url via @user,normal,golden visas: wealthy immigrants abuse quebec's immigration pro... @url via @user
@user @user eu ching chongs arent real ching chong,offensive,@user @user eu ching chongs arent real ching chong
@user @user @user oooft ya cunt  cant belive still photo haha x,offensive,@user @user @user oooft ya cunt  cant belive still photo haha x
faggot people? self hatred much king? @url,offensive,faggot people? self hatred much king? @url
@user skele boi far superior toothy mongoloid,offensive,@user skele boi far superior toothy mongoloid
@user feminazi detected,offensive,@user feminazi detected
@user many dead illegal aliens vote blue november dems arent worried,offensive,@user many dead illegal aliens vote blue november dems arent worried
okay white,offensive,okay white
@user u dad fucking retard,offensive_disrespectful,@user u dad fucking retard
@user goat beach way retard,normal,@user goat beach way retard
@user @user @user florida shithole armpit united states. gulf @url,offensive,@user @user @user florida shithole armpit united states. gulf @url
@user whatever retard,offensive,@user whatever retard
rrrrrrly dont care im cunt,offensive,rrrrrrly dont care im cunt
&gt;if people truly matter even one retarded hold much importancennthey @url,fearful_abusive,&gt;if people truly matter even one retarded hold much importancennthey @url
feel retarded cant,offensive,feel retarded cant
@user @user yeap....spic wet.,offensive_hateful,@user @user yeap....spic wet.
@user @user outrageous!!!!!!!! outrageous!!! youre going illegal aliens (because thats wh @url,offensive,@user @user outrageous!!!!!!!! outrageous!!! youre going illegal aliens (because thats wh @url
@user text back faggot,offensive,@user text back faggot
d-rats feminazi abortion devils came trolling carloads cash. despicable! @url,hateful,d-rats feminazi abortion devils came trolling carloads cash. despicable! @url
baby daddy retarded bitch,offensive,baby daddy retarded bitch
@user fair nigger!,fearful_abusive_offensive_disrespectful_normal,@user fair nigger!
@user really want turn country shithole. going happen.,offensive,@user really want turn country shithole. going happen.
fucking hate lanky ginger cunt joseph brady,hateful,fucking hate lanky ginger cunt joseph brady
#dodamage slogan unbelievably stupid. every offense's goal damage. gives mongoloid boston f @url,fearful_abusive_offensive_hateful_disrespectful,#dodamage slogan unbelievably stupid. every offense's goal damage. gives mongoloid boston f @url
i'm gay i'm faggot shut fuck up.,abusive_offensive,i'm gay i'm faggot shut fuck up.
@user retard tranny spic show good,offensive,@user retard tranny spic show good
i'm racist! touched tan dick once. sure race though. kinda spic.,fearful_abusive_offensive_disrespectful_normal,i'm racist! touched tan dick once. sure race though. kinda spic.
@user @user @user woman. tool. make feel unsafe. how's retard.,offensive,@user @user @user woman. tool. make feel unsafe. how's retard.
@user called shithole countries trump .,offensive,@user called shithole countries trump .
@user @user hellbent ching chong communists want oppress anyone isn' @url,offensive_hateful,@user @user hellbent ching chong communists want oppress anyone isn' @url
@user dirtiest chinaman criminal lee hsien loong inciting racial hatred malaysian chinamen crimi @url,offensive,@user dirtiest chinaman criminal lee hsien loong inciting racial hatred malaysian chinamen crimi @url
@user barns heard discussing 'lecherous twat' mistook 'leftist plot'.nneasily done ....,disrespectful_normal,@user barns heard discussing 'lecherous twat' mistook 'leftist plot'.nneasily done ....
mr drabu snobby twat are! @url,offensive,mr drabu snobby twat are! @url
california candidate governor promises free health care illegal immigrants latest push financial @url,offensive,california candidate governor promises free health care illegal immigrants latest push financial @url
@user @user shithole countries ring bell? good genes? birtherism fine people sides,offensive,@user @user shithole countries ring bell? good genes? birtherism fine people sides
@user @user fast forward section unfunny twat,offensive_hateful,@user @user fast forward section unfunny twat
grandma called faggot today that's new low,abusive_offensive_hateful_disrespectful_normal,grandma called faggot today that's new low
imagine living shithole country since birth yet stick peak american politics,offensive,imagine living shithole country since birth yet stick peak american politics
shut nigger @url,offensive,shut nigger @url
think communists despise white people capitalism went full retard less okay @url,offensive,think communists despise white people capitalism went full retard less okay @url
volkan looking like retarded cousin brian ortega #ufcmoncton,offensive,volkan looking like retarded cousin brian ortega #ufcmoncton
bitch shut yo retarded ass looking like great value nipsey hussle. @url,normal,bitch shut yo retarded ass looking like great value nipsey hussle. @url
cunt everyone smell it.,offensive,cunt everyone smell it.
literally waited red light five minutes i'm fucking retard,offensive,literally waited red light five minutes i'm fucking retard
words it'll become shithole state instead shithole country? @url,hateful,words it'll become shithole state instead shithole country? @url
@user @user en retard look ton insta,offensive,@user @user en retard look ton insta
@user @user egn admin? shut fucken mouth cunt give fuck ftp put @url,offensive,@user @user egn admin? shut fucken mouth cunt give fuck ftp put @url
pinche mames wey!!!! ugh fucking orange cunt stupid af!! @user yea @url,offensive,pinche mames wey!!!! ugh fucking orange cunt stupid af!! @user yea @url
@user sure except directly quoting trump's shithole countries.,disrespectful_normal,@user sure except directly quoting trump's shithole countries.
aw nut cunt fkn gee lift home,abusive_disrespectful,aw nut cunt fkn gee lift home
@user violence?you got mad year ago saying shithole countries. make minds. @url,offensive,@user violence?you got mad year ago saying shithole countries. make minds. @url
trot cinema watch burn stage fucker chanting 2!3! might throw twat @url,offensive,trot cinema watch burn stage fucker chanting 2!3! might throw twat @url
@user visited taiwan once!i hope go back country someday,normal,@user visited taiwan once!i hope go back country someday
let rot shithole chose. never ever ever let near country @url,fearful_abusive_disrespectful_hateful_normal,let rot shithole chose. never ever ever let near country @url
i'm looking relationship means i'm trying hoe around ?  retard juice strong,offensive,i'm looking relationship means i'm trying hoe around ?  retard juice strong
course safety net necesary that's basic principle civikized country.nno shithole country safet @url,fearful_normal,course safety net necesary that's basic principle civikized country.nno shithole country safet @url
@user needs remind @user one million polish immigrants flooded britain exploited wor @url,offensive,@user needs remind @user one million polish immigrants flooded britain exploited wor @url
@user migrants bring disease death properly vetted,fearful_abusive_offensive_hateful_disrespectful,@user migrants bring disease death properly vetted
@user @user shut fuck retard,offensive,@user @user shut fuck retard
carrying retard boy @user @url,offensive,carrying retard boy @user @url
wow. twat @url,offensive,wow. twat @url
@user @user @user babe ruth dirty jew,hateful,@user @user @user babe ruth dirty jew
@user wow. remember tried spinning shithole countries people like nah okay. human garbage.,normal,@user wow. remember tried spinning shithole countries people like nah okay. human garbage.
since cishets feel need butt head everything lgbt+ related: gay people say faggot.ntransgende @url,offensive,since cishets feel need butt head everything lgbt+ related: gay people say faggot.ntransgende @url
people get offended insults jokes words like retarded autistic faggot etc. @url,offensive,people get offended insults jokes words like retarded autistic faggot etc. @url
@user thnk u spic flair,offensive_normal,@user thnk u spic flair
@user stop making gay u faggot,hateful_disrespectful,@user stop making gay u faggot
@user @user witch muslim country shithole? #crickets,normal,@user @user witch muslim country shithole? #crickets
keep mind.. call faggot spanish mean can't still understand you.,offensive,keep mind.. call faggot spanish mean can't still understand you.
@user @user pretty much hes little dick faggot needs ass beat reality check ain't shit,offensive_hateful,@user @user pretty much hes little dick faggot needs ass beat reality check ain't shit
@user retard.,offensive,@user retard.
@user @user ching chong ching ching jackie chan,offensive,@user @user ching chong ching ching jackie chan
@user (shithole countries sons bitches bleeding whatever sleepy eyes grab @url,offensive,@user (shithole countries sons bitches bleeding whatever sleepy eyes grab @url
@user @user trans male mongoloid woman's event. goes @url,offensive_hateful,@user @user trans male mongoloid woman's event. goes @url
@user treating like treat dengists i'd probably say read book retard post b @url,offensive,@user treating like treat dengists i'd probably say read book retard post b @url
@user @user @user low life people shithole countries. truth always flowers candy.,offensive,@user @user @user low life people shithole countries. truth always flowers candy.
tbh wouldnt hard drain refugees europe. arent smart. make lot noise. draw @url,offensive,tbh wouldnt hard drain refugees europe. arent smart. make lot noise. draw @url
one day work 3:30 morning fucking calf decided go full retard @url,offensive,one day work 3:30 morning fucking calf decided go full retard @url
twat? gary twat ,offensive,twat? gary twat 
shoot shot lil faggot bitch. ya girl seen tonight knows what's it. got something say @url,offensive,shoot shot lil faggot bitch. ya girl seen tonight knows what's it. got something say @url
envy people know express emotions without sounding like complete retard,offensive,envy people know express emotions without sounding like complete retard
@user gonna happen retarded traders get etf approval,abusive_offensive,@user gonna happen retarded traders get etf approval
@user wait. lost control dyke w/ @url,offensive,@user wait. lost control dyke w/ @url
@user ok hobi spic,fearful_abusive_offensive_hateful_disrespectful,@user ok hobi spic
anyways imma take nap there's fascists everywhere shithole country hope die yeehaw ,offensive,anyways imma take nap there's fascists everywhere shithole country hope die yeehaw 
fat mongy mess today ,fearful_offensive_hateful_disrespectful_normal,fat mongy mess today 
okay really americans fucking mongy @url,offensive,okay really americans fucking mongy @url
non kpop fans call chinese ching chong ch*nks see nobody outside east asian fando @url,offensive,non kpop fans call chinese ching chong ch*nks see nobody outside east asian fando @url
find faggotnnnnyou can't? that's faggot @url,offensive,find faggotnnnnyou can't? that's faggot @url
auto watch subhuman(?:w*arab)w*raghead zoe --autopull,offensive,auto watch subhuman(?:w*arab)w*raghead zoe --autopull
get u talk u talk likea retard,offensive,get u talk u talk likea retard
celebrating??????? curry gonna let smash gay mongoloid fuck,hateful_disrespectful,celebrating??????? curry gonna let smash gay mongoloid fuck
@user boys boys.....until feminazi mothers beat toxic masculinity them.,offensive_hateful,@user boys boys.....until feminazi mothers beat toxic masculinity them.
@user joven wedding night: wanted pencilnvicente: i'll buy mongol factory younjoven:,offensive,@user joven wedding night: wanted pencilnvicente: i'll buy mongol factory younjoven:
@user shut retard,offensive,@user shut retard
fuck ching chong siopao dimsum shit sa question 3 ???? cant understand cant c n e x u l z e kasi vague,offensive_hateful,fuck ching chong siopao dimsum shit sa question 3 ???? cant understand cant c n e x u l z e kasi vague
tammy bruce: foreigners bring disease across border - washington times @url,hateful_normal,tammy bruce: foreigners bring disease across border - washington times @url
america pay back ching chong bing bong ass niggas @url,fearful_offensive,america pay back ching chong bing bong ass niggas @url
#xfactor2018 twat panel plastic yank voice ? ffs annoying sound i've ever @url,offensive,#xfactor2018 twat panel plastic yank voice ? ffs annoying sound i've ever @url
anyone actually believe him? 24 hours contemplation faggot already changed mind: it' @url,normal,anyone actually believe him? 24 hours contemplation faggot already changed mind: it' @url
anyways harry styles could call dirty spic id still munch asshole shame,fearful_abusive_offensive_hateful_normal,anyways harry styles could call dirty spic id still munch asshole shame
@user uhm ?! need explain making wrong say gook chink spic mick heb common disc @url,offensive,@user uhm ?! need explain making wrong say gook chink spic mick heb common disc @url
@user @user @user trump's issue 'shithole' countries full brown people. @url,offensive,@user @user @user trump's issue 'shithole' countries full brown people. @url
last night bar cunt pulled purge knife slight tug war @url,offensive,last night bar cunt pulled purge knife slight tug war @url
cunt. @user report blasphemy? @user @url,offensive,cunt. @user report blasphemy? @user @url
