text,label,translated
@user @user @user @user @user @user @user la vraie violence c’est de force… @url,offensive,@user @user @user @user @user @user @user la vraie violence c’est de force… @url
mais putain respecte ton chat lui au moins il fait pas le mongol pour attirer l'attention @url,offensive,mais putain respecte ton chat lui au moins il fait pas le mongol pour attirer l'attention @url
peut s'attendre à des lendemains difficiles pour le royaume-uni si jeremy #corbyn islamo-gauchiste de la pir… @url,disrespectful,peut s'attendre à des lendemains difficiles pour le royaume-uni si jeremy #corbyn islamo-gauchiste de la pir… @url
@user t’es surtout un attardé,offensive,@user t’es surtout un attardé
@user @user oui je ne comprends pas pourquoi ceux qui veulent accueillir les migrants n'en prennent pas… @url,normal,@user @user oui je ne comprends pas pourquoi ceux qui veulent accueillir les migrants n'en prennent pas… @url
@user @user j'essaie de bien comprendre maintenant je sais que quand dit qu'on est antisioniste il… @url,normal,@user @user j'essaie de bien comprendre maintenant je sais que quand dit qu'on est antisioniste il… @url
@user quand tu lui dit que la commission est un monstre anti démocratique non élu il te traite de débile! il vi… @url,offensive,@user quand tu lui dit que la commission est un monstre anti démocratique non élu il te traite de débile! il vi… @url
ces dames arabes toujours à se plaindre @url,fearful,ces dames arabes toujours à se plaindre @url
@user @user l'état civil chez les renois c'est en option aussi.,fearful_abusive_offensive_normal,@user @user l'état civil chez les renois c'est en option aussi.
@user @user @user halim95 au lieu d' hurler comme un attardé mental ouvrez les yeux sur les parole… @url,offensive,@user @user @user halim95 au lieu d' hurler comme un attardé mental ouvrez les yeux sur les parole… @url
@user dirait un gauchiste qui chouine source ?,fearful_abusive_disrespectful_normal,@user dirait un gauchiste qui chouine source ?
@user j'ai jms dit le contraire sale arabe juste c'est comme si pr ton annif je te paie une ps4 avec red dead,offensive_hateful,@user j'ai jms dit le contraire sale arabe juste c'est comme si pr ton annif je te paie une ps4 avec red dead
jvois vla les renois comment il parle des blanc sa vnr et tu lui sors c'est raciste il te dis très sereinement … @url,abusive,jvois vla les renois comment il parle des blanc sa vnr et tu lui sors c'est raciste il te dis très sereinement … @url
rejetez le machisme blanc vous aurez le machisme africain.,abusive,rejetez le machisme blanc vous aurez le machisme africain.
doudoune et ugg vraiment les renois abusent #jaimelestylehivermaispaslefroid #jsuisunevraigwada,normal,doudoune et ugg vraiment les renois abusent #jaimelestylehivermaispaslefroid #jsuisunevraigwada
c est qui le mongol en face bourdin? @url,disrespectful,c est qui le mongol en face bourdin? @url
#cedricherrou demande aux politiques français de gérer des migrants. quid des dirigeants africains + occupés à s'en… @url,fearful,#cedricherrou demande aux politiques français de gérer des migrants. quid des dirigeants africains + occupés à s'en… @url
je suis coincé à berlin entre une manifestation d’extrême droite contre l’avortement une autre de gauchistes et un… @url,abusive,je suis coincé à berlin entre une manifestation d’extrême droite contre l’avortement une autre de gauchistes et un… @url
@user @user liebig . comme tout bon gauchiste attise le racisme anti blanc et anti français !!!!,offensive,@user @user liebig . comme tout bon gauchiste attise le racisme anti blanc et anti français !!!!
@user @user et évidemment pas capable de m'envoyer un lien pauvre attardé random congénital. maintenant… @url,offensive,@user @user et évidemment pas capable de m'envoyer un lien pauvre attardé random congénital. maintenant… @url
@user tu nous ramène une maladie de jérusalem?],hateful,@user tu nous ramène une maladie de jérusalem?]
@user la moitié des renois ici ils ont le seum contre les arabes mais c bon jtweet sur les renois 1 fois s’attaque trop à eux,fearful,@user la moitié des renois ici ils ont le seum contre les arabes mais c bon jtweet sur les renois 1 fois s’attaque trop à eux
@user @user @user non mais laisse le ce gros mongol il va tweeter un complot de l uefa pro catalan dans 5min,offensive,@user @user @user non mais laisse le ce gros mongol il va tweeter un complot de l uefa pro catalan dans 5min
vidéo voici comment des migrants africains vivent en #france c’est pire qu’en #afrique @url,abusive_normal,vidéo voici comment des migrants africains vivent en #france c’est pire qu’en #afrique @url
@user décidément n'importe quel attardé peut de nos jours détenir la carte professionnelle. revoyez le con… @url,normal,@user décidément n'importe quel attardé peut de nos jours détenir la carte professionnelle. revoyez le con… @url
@user mathilde c est normal il bien une tète intello attardé !doux baisers,offensive,@user mathilde c est normal il bien une tète intello attardé !doux baisers
@user @user @user mr simon vous ne pouvez justifier voir atténuer la violence des propos de mr zemmou… @url,normal,@user @user @user mr simon vous ne pouvez justifier voir atténuer la violence des propos de mr zemmou… @url
Être 4 renois dans une 206 musique fond vapotes à gogo et oublier les papiers de la voiture,abusive_offensive,Être 4 renois dans une 206 musique fond vapotes à gogo et oublier les papiers de la voiture
je suis végétarien et voici ce que rencontre avec un éleveur mongol m'a fait réaliser sur l'écologie @url,normal,je suis végétarien et voici ce que rencontre avec un éleveur mongol m'a fait réaliser sur l'écologie @url
@user @user @user de plus la majorité des migrants venant en france ne cherchent pas du tout le n… @url,fearful_normal,@user @user @user de plus la majorité des migrants venant en france ne cherchent pas du tout le n… @url
@user j'espère que pas eu un mongol qui essayé de prouver ça en sautant depuis son balcon,offensive_normal,@user j'espère que pas eu un mongol qui essayé de prouver ça en sautant depuis son balcon
rt @user y'a une meuf dans classe elle se pleins du racisme envers les arabes mais taleur elle traiter un asiatique de ching cho,hateful,rt @user y'a une meuf dans classe elle se pleins du racisme envers les arabes mais taleur elle traiter un asiatique de ching cho
@user c'est un golden retriever une race créée par des blancs ces ching chong ne méritent ni nos chiens ni nos inventions.,disrespectful,@user c'est un golden retriever une race créée par des blancs ces ching chong ne méritent ni nos chiens ni nos inventions.
ce n'est pas seulement à #chateaurouge l'avancée de l'immigration et de l'islamisation sont visibles dans nos rues… @url,abusive,ce n'est pas seulement à #chateaurouge l'avancée de l'immigration et de l'islamisation sont visibles dans nos rues… @url
dc maintenant dire que @user ou le @user sont des lobby juif et sioniste sachant qu’il se revendique tel que… @url,normal,dc maintenant dire que @user ou le @user sont des lobby juif et sioniste sachant qu’il se revendique tel que… @url
@user @user @user @user @user @user @user bah précise qui tu demande t'es con ou t'es attardé ?,offensive,@user @user @user @user @user @user @user bah précise qui tu demande t'es con ou t'es attardé ?
musée mémorial des victimes du terrorisme,disrespectful,musée mémorial des victimes du terrorisme
c'est france inter sur papier repère gauchiste,offensive,c'est france inter sur papier repère gauchiste
je suis trop attardé sur le bonheur des gens j'ai laisser passer l'mien ...,offensive,je suis trop attardé sur le bonheur des gens j'ai laisser passer l'mien ...
ce n’est pas tous les renois qui suivent son raisonnement ne l’insulte pas tu perds des hassanets pour rien @url,normal,ce n’est pas tous les renois qui suivent son raisonnement ne l’insulte pas tu perds des hassanets pour rien @url
 le hashtag #pasdevague sonne enfin le glas de l'ideologie laxiste gauchiste qui predomine depuis des annees au se @url,abusive, le hashtag #pasdevague sonne enfin le glas de l'ideologie laxiste gauchiste qui predomine depuis des annees au se @url
@user @user mdrrrr attends t'as vraiment cru qu'ils allaient pas répondre à une attardé qui dit d… @url,abusive_offensive,@user @user mdrrrr attends t'as vraiment cru qu'ils allaient pas répondre à une attardé qui dit d… @url
@user @user fascinant la capacite des gauchistes tjrs rejeter la faute sur les autres. cessez dimp… @url,offensive_disrespectful,@user @user fascinant la capacite des gauchistes tjrs rejeter la faute sur les autres. cessez dimp… @url
@user @user @user les arabes empruntent le zéro aux indiens au ix eme siècle !!!,normal,@user @user @user les arabes empruntent le zéro aux indiens au ix eme siècle !!!
@user @user mais c'est une vidéo qui tourne bande de mongol mdrr,abusive_offensive,@user @user mais c'est une vidéo qui tourne bande de mongol mdrr
zemmour aphatie radicalité de l'un terrorisme intellectuel de l'autre ... une maladie: les idéologies une vic… @url,hateful,zemmour aphatie radicalité de l'un terrorisme intellectuel de l'autre ... une maladie: les idéologies une vic… @url
@user sale juif musulmans je vais salé tes morts et les manger,offensive,@user sale juif musulmans je vais salé tes morts et les manger
qui de deter aller au chinois ds la semaine la j...ai trop envie d...un noich,normal,qui de deter aller au chinois ds la semaine la j...ai trop envie d...un noich
@user laisse tomber t’es un mongol,offensive,@user laisse tomber t’es un mongol
@user j'y peut rien si t'es attardé et ta pas compris,offensive,@user j'y peut rien si t'es attardé et ta pas compris
euthanasie avortement peine de mort #pma #gpa la société contre la vie bat son plein et le diable vous embra… @url,normal,euthanasie avortement peine de mort #pma #gpa la société contre la vie bat son plein et le diable vous embra… @url
c'est tres classique qu'apres une periode gauchiste un redressement s'effectue d'autant plus violent que la period @url,normal,c'est tres classique qu'apres une periode gauchiste un redressement s'effectue d'autant plus violent que la period @url
@user c’est de la violence dont vous êtes le produit?,normal,@user c’est de la violence dont vous êtes le produit?
bon débarras ! laisse le journal lemonde pleurer adepte de l’islamisation et de l’africanisation de notre conti… @url,abusive,bon débarras ! laisse le journal lemonde pleurer adepte de l’islamisation et de l’africanisation de notre conti… @url
est-ce que ça existe des familles renois qui adopte des enfants blancs ?,offensive,est-ce que ça existe des familles renois qui adopte des enfants blancs ?
@user que des renois qui sont d'accord avec son tweet ...,offensive_normal,@user que des renois qui sont d'accord avec son tweet ...
@user ya pas besoin d’avoir 2000 personne pour qu’il ait danger. un rageux gauchiste suffit.,offensive,@user ya pas besoin d’avoir 2000 personne pour qu’il ait danger. un rageux gauchiste suffit.
@user @user @user que mongol,offensive,@user @user @user que mongol
@user @user et puisqu'on est là dessus les chiffres soit disant arabes que nous utilisons ne sont p… @url,disrespectful_normal,@user @user et puisqu'on est là dessus les chiffres soit disant arabes que nous utilisons ne sont p… @url
@user @user @user materialiste et extreme gauchiste c'est pas tres compatible si ??? t'as re... @url,fearful,@user @user @user materialiste et extreme gauchiste c'est pas tres compatible si ??? t'as re... @url
qu'attendre d'un gauchiste moustachu la staline ? Ça! @url,disrespectful,qu'attendre d'un gauchiste moustachu la staline ? Ça! @url
@user les renois du havre c'est des bon barges,abusive_offensive_hateful_normal,@user les renois du havre c'est des bon barges
@user mais je suis tout fait d'accord avec vous. je ne suis pas un islamo-gauchiste et je ne nie pas l'antisem... @url,fearful_abusive_disrespectful_normal,@user mais je suis tout fait d'accord avec vous. je ne suis pas un islamo-gauchiste et je ne nie pas l'antisem... @url
@user @user @user @user @user juste un gauchiste toujours à donner des leçons de morale,normal,@user @user @user @user @user juste un gauchiste toujours à donner des leçons de morale
us #pittsburgh 11 morts dans l’attaque de la synagogue #treeoflife assaillant arrêté un néo nazi complotiste anti… @url,abusive_normal,us #pittsburgh 11 morts dans l’attaque de la synagogue #treeoflife assaillant arrêté un néo nazi complotiste anti… @url
@user pareil moi c est tout le temps de la violence genre j assisté à un meurtre,abusive_normal,@user pareil moi c est tout le temps de la violence genre j assisté à un meurtre
@user @user putain j'ai tellement peur devant tant d'argument d'attardé,offensive,@user @user putain j'ai tellement peur devant tant d'argument d'attardé
d'autres moyens sont déployés pour empêcher l'exode de migrants economiques africains et décourager leur transit pa… @url,abusive_normal,d'autres moyens sont déployés pour empêcher l'exode de migrants economiques africains et décourager leur transit pa… @url
candidate démocrate en iowa interview sur les menaces contre l’avortement en oregon États qui ont commencé à vote… @url,abusive,candidate démocrate en iowa interview sur les menaces contre l’avortement en oregon États qui ont commencé à vote… @url
@user @user un gros mongol qui va porter plainte pour un compte parodique heureusement que la hon… @url,offensive,@user @user un gros mongol qui va porter plainte pour un compte parodique heureusement que la hon… @url
ya des renois dans tl cest mariage franchement,offensive,ya des renois dans tl cest mariage franchement
@user tu rigolais aussi quand charb allait acheter son pain avec une protection policière pauvre gauchiste demeuré ?,offensive,@user tu rigolais aussi quand charb allait acheter son pain avec une protection policière pauvre gauchiste demeuré ?
@user @user vous comprenez tout de travers. il n'appelle pas les africains à franciser leurs noms… @url,normal,@user @user vous comprenez tout de travers. il n'appelle pas les africains à franciser leurs noms… @url
@user et je vois pas en quoi traiter de mongol serait une insulte ? espèce de russe,abusive_normal,@user et je vois pas en quoi traiter de mongol serait une insulte ? espèce de russe
@user @user les frères musulmans dans tout leur délire complotiste antisémite et supprémaciste,offensive,@user @user les frères musulmans dans tout leur délire complotiste antisémite et supprémaciste
nikomouk sale arabe toi et ton poignet tordu — azzedine fdp tout trikard ta grand mere @url,offensive,nikomouk sale arabe toi et ton poignet tordu — azzedine fdp tout trikard ta grand mere @url
bien des migrants vivaient aussi dans l'illégalité aux États-unis @url,normal,bien des migrants vivaient aussi dans l'illégalité aux États-unis @url
@user @user mairie socialope islamo-gauchiste traitre à la france pour résumer,normal,@user @user mairie socialope islamo-gauchiste traitre à la france pour résumer
le secours catholique ardent promoteur de l'ensauvagement et de l'islamisation de l'europe ! son catholicisme dévo… @url,hateful,le secours catholique ardent promoteur de l'ensauvagement et de l'islamisation de l'europe ! son catholicisme dévo… @url
@user @user vous connaissez un autre mot que extreme droite madame la gauchiste? ca fait un peu cuc... @url,disrespectful,@user @user vous connaissez un autre mot que extreme droite madame la gauchiste? ca fait un peu cuc... @url
l'islamisation de la france en pleine expansionle résultat de l'infiltration des musulmans ds ts les strates de la… @url,normal,l'islamisation de la france en pleine expansionle résultat de l'infiltration des musulmans ds ts les strates de la… @url
- grèce : augmentation du nombre d’enfants réfugiés et migrants… @url,disrespectful,- grèce : augmentation du nombre d’enfants réfugiés et migrants… @url
dois mongol @url,offensive,dois mongol @url
les rebeus il glo à la fac grâce à la barbe,normal,les rebeus il glo à la fac grâce à la barbe
les latinos les renois @url,abusive,les latinos les renois @url
@user il également laissé entendre qu'islam = terrorisme. tranquillou un samedi soir sur une chaîne du se… @url,abusive_offensive_hateful,@user il également laissé entendre qu'islam = terrorisme. tranquillou un samedi soir sur une chaîne du se… @url
@user eh bin tu restes à oran!!! sale arabe que tu es,offensive,@user eh bin tu restes à oran!!! sale arabe que tu es
les tutos en français sur youtube c’est insupportable les 3/4 des vidéos c’est des mecs ils te parlent comme si t’étais un attardé,normal,les tutos en français sur youtube c’est insupportable les 3/4 des vidéos c’est des mecs ils te parlent comme si t’étais un attardé
alors pourquoi cette condamnation ? la faute à une justice « gauchiste » à de mauvaises fréquentations ?! vous ête… @url,fearful,alors pourquoi cette condamnation ? la faute à une justice « gauchiste » à de mauvaises fréquentations ?! vous ête… @url
@user dirait un gros daron antillais sur la derniere,normal,@user dirait un gros daron antillais sur la derniere
plutôt déçu du début de la s6 de house cards qui s'attarde trop sur l'héritage de francis et pas assez sur l'évo… @url,abusive_normal,plutôt déçu du début de la s6 de house cards qui s'attarde trop sur l'héritage de francis et pas assez sur l'évo… @url
@user @user ah arrive le gauchiste ne supportant pas qu'on ne puisse avoir un avis different. bon blocage faites vous plaisir,fearful_abusive_offensive_disrespectful_normal,@user @user ah arrive le gauchiste ne supportant pas qu'on ne puisse avoir un avis different. bon blocage faites vous plaisir
@user @user ptdrrrrr même aps c’est pck il fait que rt dès truc et sais que la plupart des renois d… @url,abusive_disrespectful,@user @user ptdrrrrr même aps c’est pck il fait que rt dès truc et sais que la plupart des renois d… @url
@user je ne suis pas un gauchiste comme tu le dis. je ne suis jamais considere de gauche. toi tu es... @url,normal,@user je ne suis pas un gauchiste comme tu le dis. je ne suis jamais considere de gauche. toi tu es... @url
ce qui tue c'est que meme offset il en marre de cardi b wallah apars sa reuss personne peut la supporte cette grosse mongol,hateful,ce qui tue c'est que meme offset il en marre de cardi b wallah apars sa reuss personne peut la supporte cette grosse mongol
@user ah oui le tryptique immigration délinquance terrorisme. qui est conforté par le nombre d'attentats te… @url,abusive,@user ah oui le tryptique immigration délinquance terrorisme. qui est conforté par le nombre d'attentats te… @url
mais ferme ta gueule les renois fake woke ptn @url,offensive,mais ferme ta gueule les renois fake woke ptn @url
arrêtez de crier à l'invasion quand la méditerranée est devenu le cimetière de la majorité des mig… @url,abusive,arrêtez de crier à l'invasion quand la méditerranée est devenu le cimetière de la majorité des mig… @url
@user tkt ses des mongol,offensive,@user tkt ses des mongol
@user c pas pro wallah c à cause d’eux qu’on est tous vu comme des mongol,offensive,@user c pas pro wallah c à cause d’eux qu’on est tous vu comme des mongol
@user @user @user ouais mais si les arabes ont perdu la et pas ailleurs c'est aussi parce que nous… @url,normal,@user @user @user ouais mais si les arabes ont perdu la et pas ailleurs c'est aussi parce que nous… @url
les chemins montagneux à 1700 m: les nouvelles voies empruntées par les migrants africains pour rejoindre l’italie… @url,abusive,les chemins montagneux à 1700 m: les nouvelles voies empruntées par les migrants africains pour rejoindre l’italie… @url
tout comme l'allemand mène au nazisme quel attardé ce mec @url,abusive,tout comme l'allemand mène au nazisme quel attardé ce mec @url
quand croise des rebeus,fearful,quand croise des rebeus
@user mdrrrrr engage sale arabe,offensive,@user mdrrrrr engage sale arabe
inviter des arabes et des noirs sur un plateau télé c’est p…,fearful,inviter des arabes et des noirs sur un plateau télé c’est p…
@user un vlog d'attardé à l'ancienne,offensive,@user un vlog d'attardé à l'ancienne
les renois à rennes savent que courir,fearful,les renois à rennes savent que courir
je suis en train de nettoyer chambre et vous savez sur quoi je m’attarde le plus ? le rangement de mon makeup ma… @url,abusive,je suis en train de nettoyer chambre et vous savez sur quoi je m’attarde le plus ? le rangement de mon makeup ma… @url
@user @user @user @user ? quelle forme de violence ? je pose juste la question de savoir ce q… @url,normal,@user @user @user @user ? quelle forme de violence ? je pose juste la question de savoir ce q… @url
série d’agressions avec violence : “des faits de trop mais peu nombreux” en corse @url @url,abusive,série d’agressions avec violence : “des faits de trop mais peu nombreux” en corse @url @url
@user @user @user @user bah meilleur que tes mensonges de naïf attardé qui croit que la loi… @url,offensive_disrespectful,@user @user @user @user bah meilleur que tes mensonges de naïf attardé qui croit que la loi… @url
@user je déteste alain soral. c’est un raciste antisémite complotiste manipulateur,normal,@user je déteste alain soral. c’est un raciste antisémite complotiste manipulateur
@user si vous voulez mon avis le patient mike doit canaliser tout son amour sous forme de violence...,normal,@user si vous voulez mon avis le patient mike doit canaliser tout son amour sous forme de violence...
@user @user @user le probleme c'est qu'un gauchiste profond peut rédiger un tel tweet. gauche=maladie mentale,offensive,@user @user @user le probleme c'est qu'un gauchiste profond peut rédiger un tel tweet. gauche=maladie mentale
@user @user blabla de politicard attardé cherchant le buzz,offensive_hateful_disrespectful_normal,@user @user blabla de politicard attardé cherchant le buzz
@user @user @user @user @user @user mongol,offensive,@user @user @user @user @user @user mongol
bon les renois vous êtes retourné chez h&amp;m depuis votre cinéma là ?,abusive,bon les renois vous êtes retourné chez h&amp;m depuis votre cinéma là ?
@user bouahahhaa il se branle sur les cosplay de sneaky cet attardé,normal,@user bouahahhaa il se branle sur les cosplay de sneaky cet attardé
pour en finir avec la cruelle imposture des migrants (4/4) - abbé olivie... @url via @user,offensive,pour en finir avec la cruelle imposture des migrants (4/4) - abbé olivie... @url via @user
non mais c'est quoi ce mongol macron il vit dans quel monde,disrespectful,non mais c'est quoi ce mongol macron il vit dans quel monde
#harcèlement sociale. piratage informatique. vandalisme auto,normal,#harcèlement sociale. piratage informatique. vandalisme auto
même histoire bi-llahi.. alala les hommes des vrais mongol pour la plus part @url,offensive,même histoire bi-llahi.. alala les hommes des vrais mongol pour la plus part @url
@user @user @user mdrr dirait le mien j’dois le réanimer toutes les 5 minutes ce mongol..,offensive,@user @user @user mdrr dirait le mien j’dois le réanimer toutes les 5 minutes ce mongol..
@user c'est un helicoptere attarde mental,fearful,@user c'est un helicoptere attarde mental
@user @user jeu chui attardé ui @url,offensive,@user @user jeu chui attardé ui @url
@user @user t'est matrixé ou juste attardé gros fdp?,offensive,@user @user t'est matrixé ou juste attardé gros fdp?
mdrr fallou mongol un vrai saï saï regardez le deal qu’il pose à l’animatrice... @url,hateful,mdrr fallou mongol un vrai saï saï regardez le deal qu’il pose à l’animatrice... @url
rilès quand il lâche 2 3 mots rebeus dans ses sons il mtue,abusive,rilès quand il lâche 2 3 mots rebeus dans ses sons il mtue
faut vraiment être un attardé mentale pour dire le projet de post malone c’est l’album de l’année,disrespectful,faut vraiment être un attardé mentale pour dire le projet de post malone c’est l’album de l’année
@user @user @user @user en quoi dire sale arabe relève de la dénonciation légitime des… @url,hateful_normal,@user @user @user @user en quoi dire sale arabe relève de la dénonciation légitime des… @url
@user c'est là qu'on voit que ce sont des réfugiés parce que dans son pays il aurait au moins une machette.,offensive,@user c'est là qu'on voit que ce sont des réfugiés parce que dans son pays il aurait au moins une machette.
@user et le rire de ce mongol de lucas tout bourré,offensive,@user et le rire de ce mongol de lucas tout bourré
@user @user merde aux juifsmerde aux arabesmerdes aux blancs aux noirs.nous sommes des humains un point c est tout !,hateful_normal,@user @user merde aux juifsmerde aux arabesmerdes aux blancs aux noirs.nous sommes des humains un point c est tout !
@user putain ce gars... même quand j'étais jeune et gauchiste je ne pouvais pas le voir en peinture ce fdp !,offensive,@user putain ce gars... même quand j'étais jeune et gauchiste je ne pouvais pas le voir en peinture ce fdp !
@user les rebeus tu leur files un flingue ou une grosse cylindrée ils se sentent plus pisser....,abusive_offensive_hateful_disrespectful,@user les rebeus tu leur files un flingue ou une grosse cylindrée ils se sentent plus pisser....
@url - dans ce genre le rap mongol vaut le détour ! @url,abusive,@url - dans ce genre le rap mongol vaut le détour ! @url
@user comme tout bon gauchiste qui se respecte vous préférez critiquer le fait que l’on ai parlé de ce type… @url,offensive,@user comme tout bon gauchiste qui se respecte vous préférez critiquer le fait que l’on ai parlé de ce type… @url
#grandremplacement le gvt de #madrid n'a pas l'intention d'expulser les #migrants mineurs marocains et leurs fami… @url,fearful_abusive_offensive_normal,#grandremplacement le gvt de #madrid n'a pas l'intention d'expulser les #migrants mineurs marocains et leurs fami… @url
@user nasser kiffe les rebeus cherche pas,offensive,@user nasser kiffe les rebeus cherche pas
ras-le-bol massif de l'islamisation d… @url,abusive,ras-le-bol massif de l'islamisation d… @url
@user @user il faut se poser la question : la france veut-elle encore plus de violence et d'agressions? car… @url,fearful_normal,@user @user il faut se poser la question : la france veut-elle encore plus de violence et d'agressions? car… @url
qué mongol ce germain il court jusqu’au champs Élysée au lieu de rester placé devant les cages,normal,qué mongol ce germain il court jusqu’au champs Élysée au lieu de rester placé devant les cages
la diarrhee gauchiste en pls...n#bolsonaro @url,abusive,la diarrhee gauchiste en pls...n#bolsonaro @url
@user vive les rebeus @url,normal,@user vive les rebeus @url
pensez-vous que les rebeus et renois s’aiment réellement ?,normal,pensez-vous que les rebeus et renois s’aiment réellement ?
les meufs renois grosse c ultra rare jai limpression,fearful,les meufs renois grosse c ultra rare jai limpression
