text,label,translated
@user مجموعت خنازير تنبح ليل نهار  اتفو عليكم ياعبادة المال,abusive_offensive,@user مجموعت خنازير تنبح ليل نهار  اتفو عليكم ياعبادة المال
تبقاي بلا زواج لانو موش من اهدافك يقولو عليك بايرة ولا عاهرة !,offensive,تبقاي بلا زواج لانو موش من اهدافك يقولو عليك بايرة ولا عاهرة !
@user @user لا لا انت دتحجي بلغة البعران والبشر لا يفهمون البعير و بول البعير,abusive_offensive,@user @user لا لا انت دتحجي بلغة البعران والبشر لا يفهمون البعير و بول البعير
بعدالودادوالنجمومازيمبي دورك يا حوريا#افريقيا_يا_اهلي,normal,بعدالودادوالنجمومازيمبي دورك يا حوريا#افريقيا_يا_اهلي
لا تصارع خنزير في الوحل..   فتتسخ أنت و يستمتع هو..,abusive_normal,لا تصارع خنزير في الوحل..   فتتسخ أنت و يستمتع هو..
كما سبق وأكدنا القصاص عاجل وسريع فدماء أبناءنا اغلي وأطهر  من كل كنوز الدنيا_والتصفية هي المصير الحتمي لكل خنازير ا… @url,normal,كما سبق وأكدنا القصاص عاجل وسريع فدماء أبناءنا اغلي وأطهر  من كل كنوز الدنيا_والتصفية هي المصير الحتمي لكل خنازير ا… @url
@user @user لعنة الله عليك و علا اتباعك يا قريشي ياكلب يا شاربي بول البعير  يا عبيد امريكا @url,offensive_hateful,@user @user لعنة الله عليك و علا اتباعك يا قريشي ياكلب يا شاربي بول البعير  يا عبيد امريكا @url
@user @user لا هندوس,normal,@user @user لا هندوس
@user من اللي يقول المصاريا يحبون الفلوس واللبناني قذر والتركي شايف نفسه والسوداني عجاز والعراقي لسانه وسخ ؟,offensive,@user من اللي يقول المصاريا يحبون الفلوس واللبناني قذر والتركي شايف نفسه والسوداني عجاز والعراقي لسانه وسخ ؟
@user لاء دكر واغلط والى يغلط فى بنت اصلا موش راجل  فا اغلط بتقول كمية اللفاظ محسسنى الى رباك كان وسخ,offensive,@user لاء دكر واغلط والى يغلط فى بنت اصلا موش راجل  فا اغلط بتقول كمية اللفاظ محسسنى الى رباك كان وسخ
ولا حد يدعي انه رجل ويجيب سيرة الحريم,abusive_normal,ولا حد يدعي انه رجل ويجيب سيرة الحريم
@user @user @user اكيد شارب بول البعير مبين من كلامك لان هذه القاذورات التي تتلفض بها اس… @url,abusive_offensive_hateful_disrespectful_normal,@user @user @user اكيد شارب بول البعير مبين من كلامك لان هذه القاذورات التي تتلفض بها اس… @url
محدش شهر بتاع الكبسة داه غيرنا احنا اللي عاملنا من شخصية واحنا اللي هندوس عليا,offensive,محدش شهر بتاع الكبسة داه غيرنا احنا اللي عاملنا من شخصية واحنا اللي هندوس عليا
@user @user @user هل تفكر بأن شرب بول البعير ليس بحلال وأنها نجسة ومكروهة ينفر منها الحيوان قب… @user,offensive,@user @user @user هل تفكر بأن شرب بول البعير ليس بحلال وأنها نجسة ومكروهة ينفر منها الحيوان قب… @user
لاسف البنات بقوا بستغلوا الفهم التخلف دا لحاجات دينيه قطعيه ما فيها نقاش . ولو جينا لموضوع التحرش دا كوني. أكون محج… @url,fearful_disrespectful_hateful_normal,لاسف البنات بقوا بستغلوا الفهم التخلف دا لحاجات دينيه قطعيه ما فيها نقاش . ولو جينا لموضوع التحرش دا كوني. أكون محج… @url
والحريم مع الحريم ..  عناد شي ما صار  ..!!,disrespectful_normal,والحريم مع الحريم ..  عناد شي ما صار  ..!!
@user @user @user يبد انكم جميعا راضعين من خنزير واحد كلكم تشتمون نفس الشتيمه,offensive,@user @user @user يبد انكم جميعا راضعين من خنزير واحد كلكم تشتمون نفس الشتيمه
@user من يشرب بول البعير لا يعرف كيف يستخدم قنابل #السعودية #اليمن,abusive_disrespectful,@user من يشرب بول البعير لا يعرف كيف يستخدم قنابل #السعودية #اليمن
خنازير رافضيه نفقت .,disrespectful,خنازير رافضيه نفقت .
في فرق بين انك تكون اوبن مايندد وانك ماكل لحم خنزير.,disrespectful,في فرق بين انك تكون اوبن مايندد وانك ماكل لحم خنزير.
@user نعم وأسلافنا سلموا أمر دينهم ورسالته لمجموعة من الجهلة والمغفلين فساقوا البشرية إلى شرب بول البعير,normal,@user نعم وأسلافنا سلموا أمر دينهم ورسالته لمجموعة من الجهلة والمغفلين فساقوا البشرية إلى شرب بول البعير
لو فيك خير اخذوك بنات جماعتك م اعرضت نفسك هنا كنك وحده بايره #ثلاثيني_وسيم_يرغب_بالزواج,offensive,لو فيك خير اخذوك بنات جماعتك م اعرضت نفسك هنا كنك وحده بايره #ثلاثيني_وسيم_يرغب_بالزواج
انا متله متبرجة من سنة ويقدم ان شاءالله,offensive,انا متله متبرجة من سنة ويقدم ان شاءالله
شفيها لو طرشتي واتس تسولفين شوي مب لاازم فون مال ساعتين ترا مب كل الحريم لهن بارض هالكثر يسولفن والله,disrespectful_normal,شفيها لو طرشتي واتس تسولفين شوي مب لاازم فون مال ساعتين ترا مب كل الحريم لهن بارض هالكثر يسولفن والله
@user لا حلوين الحريم استاذ علي,normal,@user لا حلوين الحريم استاذ علي
@user لقد قتلوه بخسه وغباء وحقاره ووضاعه وبالتأكيد تألم انه قتل علي ايدي اقذر اهل الارض وبأمر من خنزير,normal,@user لقد قتلوه بخسه وغباء وحقاره ووضاعه وبالتأكيد تألم انه قتل علي ايدي اقذر اهل الارض وبأمر من خنزير
والله هدف ما يدخل في فريق فئات سنية.. هدف ساذج يا خنازير,disrespectful,والله هدف ما يدخل في فريق فئات سنية.. هدف ساذج يا خنازير
خنازير البغدادي يتبنون العمليه مساء أمس..,normal,خنازير البغدادي يتبنون العمليه مساء أمس..
عندما يختلط بول البعير ببول الحمير ففعل ما شئت . فقد رفع عنك القلم!!!,disrespectful,عندما يختلط بول البعير ببول الحمير ففعل ما شئت . فقد رفع عنك القلم!!!
@user ممكن تبقي بايرة و نعمل جروب عوانس سواا؟؟,normal,@user ممكن تبقي بايرة و نعمل جروب عوانس سواا؟؟
@user @user @user خنزير اكتروني @url,offensive,@user @user @user خنزير اكتروني @url
فيه نوعية كلاب مسعورة هذه نظرتها في كل مجتمع وكل دولة,offensive_disrespectful,فيه نوعية كلاب مسعورة هذه نظرتها في كل مجتمع وكل دولة
@user @user @user تحتاج ان تفهم مشكلة اليمن اولا وبعدها نقدر نتكلم معك لا تنجرف مع خنازير الخنزيره,disrespectful,@user @user @user تحتاج ان تفهم مشكلة اليمن اولا وبعدها نقدر نتكلم معك لا تنجرف مع خنازير الخنزيره
@user @user خنازير انجاس وخرفان اللهم انصر اخواننا بالسعودية وأهلنا بمصر عليهم يارب العالمين وتحيامصر تحيامصر تحيامصر,hateful,@user @user خنازير انجاس وخرفان اللهم انصر اخواننا بالسعودية وأهلنا بمصر عليهم يارب العالمين وتحيامصر تحيامصر تحيامصر
@user ي بول البعير شنو يعني عبد !!!,offensive,@user ي بول البعير شنو يعني عبد !!!
@user @user تخلف يا شاربي بول البعير,abusive_hateful,@user @user تخلف يا شاربي بول البعير
حكومتنا باعت المواطنيين وشرت خنازير الجزيرة الي شوهوا سمعة القطري وبلادنا أمام العالم والعجيب يتكلمون بسمنا ونعطيهم فلوس,normal,حكومتنا باعت المواطنيين وشرت خنازير الجزيرة الي شوهوا سمعة القطري وبلادنا أمام العالم والعجيب يتكلمون بسمنا ونعطيهم فلوس
سؤال #منا_وجر اذا كانت الضحية بتتحمل مسؤولية التحرشالاغتصاب,offensive,سؤال #منا_وجر اذا كانت الضحية بتتحمل مسؤولية التحرشالاغتصاب
متتزوجيش و تعيشي الحياة بدون مايقولو بايرة و مسكينة,abusive_normal,متتزوجيش و تعيشي الحياة بدون مايقولو بايرة و مسكينة
ياجماعه موضوع استعمال مزيلات العرق دا ، موضوع هادف و مثمر اكتر من التحرش ، والله محتاجين نتكلم فيو اكتر من اي حاجه… @url,normal,ياجماعه موضوع استعمال مزيلات العرق دا ، موضوع هادف و مثمر اكتر من التحرش ، والله محتاجين نتكلم فيو اكتر من اي حاجه… @url
بس وش اسوي لك إذا انتي مهبوله ولسانك وسخ يالوسخه,offensive,بس وش اسوي لك إذا انتي مهبوله ولسانك وسخ يالوسخه
@user @user بتاع بول البعير بيصرفوا عليك وعلى اهلك وعلى بلدك وعلى حكومتك وانت تبيع اللي وراك وقدامك عش… @url,hateful,@user @user بتاع بول البعير بيصرفوا عليك وعلى اهلك وعلى بلدك وعلى حكومتك وانت تبيع اللي وراك وقدامك عش… @url
متحنش لحد باعك يا وسخ,offensive,متحنش لحد باعك يا وسخ
كرم عويس أقامت مأدبة عشاء لزملائها في قناة الخنزيرة اعتقدوا كون والدها يعمل بالجيش الإسرائيلي تعود على أكل اليهود ف… @url,abusive_offensive,كرم عويس أقامت مأدبة عشاء لزملائها في قناة الخنزيرة اعتقدوا كون والدها يعمل بالجيش الإسرائيلي تعود على أكل اليهود ف… @url
قدم نادي القانون بالتعاون مع مركز الدراسات الجنائية محاضرة بعنوان #التوعية_بنظام_مكافحة_التحرش ، ألقتها د.سحر الهبد… @url,normal,قدم نادي القانون بالتعاون مع مركز الدراسات الجنائية محاضرة بعنوان #التوعية_بنظام_مكافحة_التحرش ، ألقتها د.سحر الهبد… @url
#في_بلادك_تقدري تكملي قرايتك وتخدمي وما يعايروكش على انك ما تزوجتيش وما يقولولكش بايرة ولا عانس ولا مسكينة لازم رجل… @url,normal,#في_بلادك_تقدري تكملي قرايتك وتخدمي وما يعايروكش على انك ما تزوجتيش وما يقولولكش بايرة ولا عانس ولا مسكينة لازم رجل… @url
@user @user ايضا الشريف المرتضى في كتابة (الإنتصار) أباح شرب بول البعير بقوله [شرب بول ما يؤكل لحمه]… @url,normal,@user @user ايضا الشريف المرتضى في كتابة (الإنتصار) أباح شرب بول البعير بقوله [شرب بول ما يؤكل لحمه]… @url
هو بول البعير والكبسة يوصل لكدة,disrespectful,هو بول البعير والكبسة يوصل لكدة
يارجال التحرش بقى الكتروني كوني اقول ليك منقا او اقول ليك بيبي ده يعتبر تحرش الى ان ياتي مهند شاد اوغلو فيصبح غزلا,offensive,يارجال التحرش بقى الكتروني كوني اقول ليك منقا او اقول ليك بيبي ده يعتبر تحرش الى ان ياتي مهند شاد اوغلو فيصبح غزلا
أيد قادة الاتحاد الأوروبي الأسبوع الماضي بداية مفاوضات رسمية مع النظام المصري حول أزمة اللاجئين. هدف المفاوضات هو ا… @url,normal,أيد قادة الاتحاد الأوروبي الأسبوع الماضي بداية مفاوضات رسمية مع النظام المصري حول أزمة اللاجئين. هدف المفاوضات هو ا… @url
@user @user @user مجموعه خونه مطرودين من اوطانهم ولقو خنزير ابن خنزير ذميم يضفهم الشرهه على الرأس الكبير… @url,hateful,@user @user @user مجموعه خونه مطرودين من اوطانهم ولقو خنزير ابن خنزير ذميم يضفهم الشرهه على الرأس الكبير… @url
تكشف المرأة سبب التحرش!…,abusive_offensive_hateful_disrespectful_normal,تكشف المرأة سبب التحرش!…
