text,label,translated
اباقاش تسكت وله ، اسكت يا قرد العقاب لوهاب وهاب قاتل ابو دياب ,abusive,"Abaqash is silent and for him, shut up, O monkey, the punishment for Lahhab Wahab, who fought Abu Diab"
للاسف لدينا في الخليج بعض من الكتاب والدكاتره والمحللين كالبغال والجحاش ينهق ويهرف بما لايعرف ,abusive,"Unfortunately, we have in the Gulf some of the writers, doctors and analysts, such as mules and scrape"
سوف تبقى سوريه وفية ومنتصره رغم كل الاوجاع وتبقى صامده في وجه الاعداء سوريا التي حاربت كل الدول العرب… ,normal,"A Syrian will remain faithful and victorious despite all the pain and remain steadfast in the face of the enemies of Syria, which fought all Arab countries ..."
على الرحب يا جماعة السدس   ,normal,"On the spacious, the sixth group"
مهما تستأجر أشخاص وملاحم ولحمه فاسده لا شرعيه لها ولا وجود ولا اعتبار رسمي الف تحيه لشيخ العقل للطائفه… ,normal,"Whatever you rent people, epics, and meat, spoiled, there is no legitimacy, there is no existence, and no official consideration is a greeting to the sheikh of the mind for the sect ..."
وقت تشوفوا و تسمعوا جبران باسيل متل لما الشيطان يسمع كلام الإنجيل,abusive,"At the time you see and hear Gibran Basil, such as Satan hears the words of the Bible"
كل الاجلال والاحترام الأوفياء بيتذكرو كرم اهل دمشق دمشق احتضنت اللبنانيين في محنتهم والعراقيين والفلسطينيي… ,normal,"All loyal shames and respect remember the generosity of the people of Damascus, Damascus, embraced the Lebanese in their ordeal, the Iraqis and the Palestinian ..."
أذا جبران باسيل يقودكم والجاهل شيخ الجاهلية يصفق للقرد       اكيد بيكون ي…,hate,"If Gibran Bassil leads you, and the ignorant Sheikh of the pre -Islamic clashes for the monkey, for sure, it will be ..."
أحقر جريدة بل الوجود,abusive,"The most despicable newspaper, but existence"
رزق الهبل عالمجانين آه يا هبيلة ,abusive,"Rizk Al -Hubble are the world, oh, Habila"
لما تعلق كل يوم بعجقات سير خانقة لازم تفرح وتتذكر إنك عايش ببلد منتج وقوي اقتصادياً ومالياً وقوي اجتماعياً ومعيشياً وكل شي فيه قوي، أجلّك ,normal,"When you relate to suffocating traffic, you must rejoice and remember that you live in a productive, economically, financial, social, social, and living country, and everything is strong."
ما تفضلت به يا أخي هو منتشر منذ عقود ومنذ قررنا كلبنانيين أن… ,normal,ما تفضلت به يا أخي هو منتشر منذ عقود ومنذ قررنا كلبنانيين أن… 
والله لو في دوله ما تركتك انت ورئيسك ,normal,"By God, if in his country, I will not leave you and your president"
يجب محاربة الفساد ,normal,Corruption must be combined
خلعتك ضربة ع وترك الحساس تا فعت هالفوعة؟؟؟ ههههه الله يشفيك يا حمار يا زبالة,abusive,"I took off a blow to and left the sensor, so you did not go?Hahaha, may God heal you, donkey, garbage"
متل نبيه بري ,normal,Like Nabih Berri
اننا موحدون توحيديين إلى يوم الدين ✌ ✌ ✌  ,normal,We are unified monotheists until the ✌ ✌ ✌    Day of Judgment ✌ ✌ ✌
يرحمها ويصبر اهلها,normal,Have mercy on her and her family patience
ولك استحي بقى ما في عا لسانك الا سوريا ,abusive,And you are ashamed. He remained in your tongue except Syria
يا محلا عذاب الغرب من عذاب ايران وما تفعله من عذاب وتنكيل وتجويع وانحطاط اخلاقي لاهل العراق الابي ,normal,"O place of the torment of the West, from the torment of Iran and the torment, abuse, and height it does, moral degeneration for the people of Iraq"
وشو بتحب نقلك يا تافه,abusive,"What do you like to move you, oh trivia"
وطن التعايش و الحرية ، وطن الصدق و المحبة هذا كل ما نحن بحاجة إليه لنحصل على هذا الوطن علينا ان نعد شعب واعي… ,normal,"The homeland of coexistence and freedom, the homeland of honesty and love, this is all that we need to obtain this country. We have to prepare a conscious people ..."
ضيعان الفهم يا دكتور ؟؟,abusive,"Lost understanding, Doctor ??"
طيب خلينا بالنص ايران كاميرون,normal,"Ok, let us have the text Iran Cameron"
وليد جنبلاط يتحدث عن الشيطان الاكبر والشيطان الاصغرالظاهر نسي يذكر انو هو ابو الشياطين كلها ,abusive,Walid Jumblatt talks about the Great Satan and the smallest devil.
بيكي أندرسون تسأل جبران باسيل المعظم في علم الاقتصاد حول مشاكل لبنان وهو يجيبها بردية زجل عن الشعب اللبناني العظيم…,normal,"Becky Anderson asks Gibran Bassil, the most economist about the science of Lebanon, as he answers the Positive of Zajal about the great Lebanese people ..."
مين جاب سيرة عقدة أغلبية الشعب اللبناني جبران باسيل؟    ,normal,"Who brought the biography of the knot of the majority of the Lebanese people, Gibran Bassil?"
نصرالله كلام وزير الخارجية جبران باسيل عن ضرورة حل مسألة اخفاء الإمام الصدر كان مهماً,normal,"Nasrallah, Foreign Minister Gibran Bassil, said about the necessity of resolving the issue of concealing Imam al -Sadr was important"
قطر اختلفت مع كل المحيط العربي لأنو تحالفت مع حليفك الخامنئي ، حليف حليفك يعني حليفك كيف سياستكن يا شياطين ما بعرف ,abusive,"Qatar disagreed with the entire Arab Ocean because you allied with your ally Khamenei, your ally ally means your ally, how can you, O demons, do not know"
يا بلا مخ يا حيوان في الاف بقطر عم يسترزقو مش كرمال يجي راحد متاك صرماية يعمل خلاف روح نقبر ضب زعرانك ع… ,abusive,"Oh without the brain, an animal in thousands of country, uncle, you will not be a sand, it will come to you, you will make you a soul that works contrary to a soul that we are the lizard of your hawk ..."
كلمة جبران باسيل أخجلته وأخجلت كل الأمة العربية,normal,The word Gibran Bassil was ashamed of it and shy all the Arab nation
فعلا زمن الرويبضة ومناسب جدا ,normal,Actually the time of Al -Ruwaida is very suitable
يا عمي هيدا الزلمي جاهل,abusive,يا عمي هيدا الزلمي جاهل
العاهر الكبير عون…,abusive,The great bond Aoun ...
صباح جميل كجمال قلوبكم ,normal,Beautiful morning like the beauty of your hearts
وانت وبيك شو حقك فرنك فرنسي يعني ولادولار ,abusive,"And you and you, what are you right, a French franch"
دبي رزقها الله ب محمد بن راشد عمل على تنميتها وإدارتها كأحسن ما تكون التنمية والإدارة زرتها قبل س… ,normal,"Dubai, may God bless her, with Mohammed bin Rashid, worked to develop and manage it as the best development and management I visited before X ..."
هذه عمامات سوداء طلبت بالابيض ,normal,These are black turbans asked white
صحافة أردوغان بلشت تخوّف أوروبا من موجة لاجئين جديدة شكله الحدود التركية رح تتسكر بوش يلي بده يحاول يطلع من إدلب,normal,"Erdogan Press, Plush, fears Europe from a new wave of refugees, shapes the Turkish border."
مرحبا يا رجال قلعة الممانعة، بيسلم عليكن ابن رامي مخلوف من دبي وبيقلكن اصمدو وموتو كمان شوي جاي الصيفية وسفرت الكوت دازور مكل…,normal,"Hello, men of the castle of Al -Mamada, peace be upon you, Ibn Rami Makhlouf from Dubai, and you will say that you are standing and Motto, as well as the summer Jay, and I traveling the cotton Dazur Mal ..."
ما هوي لو بياكل سرماية بعيد عنا بقول يعدمني يا فكروا اذا بصرخوا صوتهن بيوصل   ,abusive,"I wouldn't have a Sardia, far from us, by saying that he is executed, O, think, if they scream their voice, he will connect"
يحمار انت والحبتور كنتو مجتمعين في باريس قبل سنه في فندق الريتس ممكن تحكيلي كم دفعلك؟؟ ,abusive,"You and Habtur are gathered in Paris before a year before at the Retis Hotel, can you tell me how much you have made you ??"
فهمتوا يا حقودين يا جماعة الحركة,hate,"You understood you, the movement of the movement"
انت صنفتو بخانة الخيانة وهيدا رد على ردك ومش كل الادوية فعالة وان شاء الله الكل بيفتخر بشهادة الحريري,abusive,"You classified the betrayal field, and this is a response to your response, and not all medicines are effective, and God willing, everyone will be proud of the testimony of Hariri"
هذا ردي له نعم انا سعودي    وكلي فخر راسي فوق أنتم ما قهركم وداعس على روس… ,abusive,"This is my response to him, yes, I am a Saudi, and I am proud of my head above."
ال ً مبلشين من الليلة بالحملة ع جبران باسيل ب منا وجر,normal,There are no bars of the night by the campaign on Gibran Bassil B from us
هي و صرمايتي سوى ,abusive,She and Varmiti Sawa
ربما يكون عماد عثمان بمثابة صندوق اسود للمشنوق ,normal,Imad Othman may be a black box for Al -Mashnouq
سليم عون لا يستطيعون التصويب على ​الرئيس ميشال عون​ فيصوبون على رئيس التيار ​ جبران باسيل​ او علينا، لسنا مكسر عصا لأح…,normal,"Salim Aoun cannot aim at President Michel Aoun, and they aim at the head of the current, Gibran Bassil, or on us, we are not broken as a stick ..."
دائما انت على حق ❤ ,normal,You are always right ❤  ❤
خليك بي الجاهليه لانو ما الك الى الجهل تبعك قطر ام العرب وام لبنان وستبقى قطر والخليج اسيادك يا فار من العداله ,hate,"Stay in the ignorance, because you do not want ignorance, Qatar, the mother of the Arabs, and the mother of Lebanon will follow you, and Qatar and the Gulf will remain your masters, my escape from justice"
ياريت شعبك بيسمع واذا سمع يوقف واذا وقف يحدث الفرق شعب لبنان تعبانة ,normal,"I wish your people heard, and if he hears it, it will stop, and if the teams are tired, the teams are tired"
ماعندنا بارات للاسف البارات ببلدك وينظمها انتي وامك وبنات بلدك ,hate,ماعندنا بارات للاسف البارات ببلدك وينظمها انتي وامك وبنات بلدك 
الوزير جبران باسيل كان اول من طرح موضوع عودتهم الى بلدهم ليس انطلاقاً من موقف عنصري، معتبرا ان الجميع لاحقاً التقوا على ا…,normal,"Minister Gibran Bassil was the first to present the issue of their return to their country, not from a racist position, considering that everyone later met ..."
دئما يلحق بك الدمااار ,abusive,Always join you
كل الميليشيات تكتلت تتواجه جبران باسيل مش غريب ما حدا قدر يلاقي دليل يحارب جبران فيه؟؟ مياومو الإعلام,normal,"All the militias are the conglomerate facing Gibran Bassil, not a stranger, as much as an extent that is a guide to fight Gibran in it ??Miaomo Media"
احييييي يا قضاء ,normal,Oh my judiciary
هل انت سياسي بالبلد او لأ ؟؟ ,normal,Are you a politician in the country or not ??
وطننا يحتاج الى طبقة حاكمة غير فاسدة ,normal,Our homeland needs a ruling class that is not corrupt
لا صديقي مو عيب واحد قاتل وواحد اداة بيد قاتل ,abusive,"No, my friend, no one is a dead defect, and one tool is a deadly hand"
احضر لي تصريح واحد تقول فيه اسرائيل سأحرق ايران و الايرانيين و لبنان و اللبنانيين او سوريا و السوريين …,normal,"Bring me one statement in which Israel says I will burn Iran, the Iranians, Lebanon, the Lebanese, or Syria and the Syrians ..."
يلعن روح حافظ ابن ستين الف كلب، دمرت البلد وقتلت مليون وهجرت ملايين وتقول قد ، قد لا يكفي اعدامك لمرة واحدة,abusive,"The spirit of Hafez, the son of sixty thousand dogs cursed, destroyed the country and killed a million and abandoned millions and says, may not be sufficient for your execution for one time"
الخول جبران باسيل روح طلع حزب اللات والمليشيات الشيعية من بلدنا ليرجعوا النازحين يلي احتليتوا أراضيهم وهجرتون يا مجرمين,hate,"Al -Khul, Gibran Bassil, the soul of the Lat Party and the Shiite militias from our country to return the displaced."
لو سمحت واحد صالونه لحم وعيش شلاني وواحد سف اب ,normal,"If one allows one salon, the living of Shilani and one of the ships"
و هو بذاته يلي عمل فتنة بالبلد و هو كمان يلي بيستخدموا نظام الأسد مثل الدومينو و هو ك… ,normal,"It is in itself the following is the work of sedition in the country, and it also follows the lion system like domino, and it is ..."
الرجل ما قال امن اسرائيل حق ، نصيحتي للوزير جبران باسيل يحكي اللغة العربية بأية مق…,normal,"The man did not say Israel's right, my advice to Minister Gibran Bassil tells the Arabic language with any ..."
كول هوا مش شغلك,abusive,Cole Hua is not your work
عايشين على اشحاته هذا طبع اشيعه يعشون مرتزقه ,hate,"Live on his signs, this is a Shiite print that lives with his mercenaries"
اشبو ذا يسجل كول حاجه تراها مباراه مو محاضره هوا,abusive,"Ashbah, who scores Cole, you see a match, not a lecture"
يا ياسين الزلمه ما عندوه سيوله اخذت منوه بدوه حدا يسكت تمه بشوية مصار… ,normal,"O Yassin Al -Zalmah, what they had liquid, I took it from his pain, so someone will be silent with a bit of Masar ..."
جبران عفلق، حبش الخ على الطريق,normal,"Gibran Aflaq, Habash etc. on the road"
جبران باسيل جمع يلي ما بينجمعوا    ,normal,Gibran Bassil plural follows what they collect
نتائج كتاب العدل تجربة رائدة لم تأخذ أي حساب طائفي أو مذهبي وهي تجربة يجب أن تعمم مبروك لوزير العدل وللجنة القضاة هذا الإنجاز ,normal,"The results of the book of justice are a pioneering experience that did not take any sectarian or sectarian account, which is an experience that must be generalized congratulations to the Minister of Justice and the Judges Committee this achievement"
فعلاً لا يناسب الا زماننا، في زمان على فيه صوت الرويبضة، لكن عندما تحين الساعة سيعود كل الى حجمه ولو كا… ,normal,"Indeed, it is not appropriate except for our time, in a time when the sound of the Ruwaida, but when the time comes, each will return to its size, even if it is ..."
فهمان خدمه الناس غلط   ,normal,Fahman people's service is wrong
شو بدك من علاء الخوجة؟ ما تعبت وانت تصرخ عليه انسى الموضوع ما رح يعطيك مصاري ,normal,"What do you want from Alaa Al -Khoja?I am not tired and you scream on it. Forget the topic, what will give you my destiny"
سوف يتحاسبو جميعالان الحق سلطان ,normal,They will be held accountable for all the right Sultan
سبحان الله تقولي حقيقة,normal,"Glory be to God, you are true"
ستموت بحسرة الخواجه ولن يعطيك شرف التحدث معه وابتزازه ايها الازعر السفيه ضبضب ,abusive,"You will die with the sorrow of Al -Khawaja and will not give you the honor to talk to him and his blackmail, O fool"
جبران باسيل لل ربما علينا أن نعلم واشنطن ولندن كيف يديرون بلداً من دون ميزانية,normal,جبران باسيل لل ربما علينا أن نعلم واشنطن ولندن كيف يديرون بلداً من دون ميزانية
زحيف ,abusive,Scrub
ليش ما قاهركن الا الوزير جبران باسيل لو بتفكوا شوي عن سماه منا وجر,normal,"Why did you only compel Minister Gibran Bassil, if they disassembled it from our name and dragging"
شو راي العماد عون بتعليقك ,normal,"Shaw Ray, General Aoun, with your comment"
لك كانت صفر صفر رحت طالعت الكلاب يشخوا كم دقيقة رجعت,normal,You were zero zero
كم سهرنا من ليال للصباح لا ننم,normal,"How long we stayed up from nights for morning, do not sleep"
لو بتخفف بس كنت اول المعجبين بقطر بس دعمت لجنوب وعمرتو بعد حرب تموز أو اخدت من لغنيمه وس… ,normal,"If you mitigate, but I was the first fans of Qatar, but I supported South and Umar after the July war or took from his sponsor and ..."
كلمة جبران باسيل في القمة الاقتصادية تحتاج الى سدادات اذن,normal,The word Gibran Bassil at the economic summit you need to pay permission
جبران باسيل لا يقل عمالة عن حسن نصرالله,abusive,Gibran Bassil is no less than that of Hassan Nasrallah
انا اتمنى سليمان فرنجية لكن شعوري بان جبران باسيل سيكون الرئيس القادم,normal,"I wish Suleiman Franjieh, but my feeling that Gibran Bassil will be the next president"
في مواقف وزير خارجية لبنان جبران باسيل المؤيدة لبشار الأسد ما هو أبعد من السياسة التفسير في الطائفية الفاقعة التي يصدر ع…,normal,"In the positions of the Foreign Minister of Lebanon, Gibran Bassil, who is supporting Bashar al -Assad, is beyond the policy of interpretation in the outstanding sectarianism issued by ..."
شيلللللل للفهم    بس ما قلتلنا انت عمين محسوب عل عاهرات او السياسيين ,abusive,"Shelllla, to understand, but what you have said, you are a two -person who is affiliated with prostitutes or politicians"
خليك مخبأ ب الجاهلية ,normal,خليك مخبأ ب الجاهلية 
جبران باسيل مهضوم كتير قال بدو يعمر سوريا و هوي ببلدو لبنان مش قادر يعمر مجرور,abusive,Gibran Bassil is very digested. He said Badu lives in Syria and I am in the country of Lebanon.
عن أي دولة عم تحكي؟؟ عن عهد التبعية والفشل والجرائم والفساد والصفقات يللي عحساب كل المواطنين ، العهد يل… ,normal,"What country do you tell ??On the era of dependency, failure, crimes, corruption, and deals, the account of all citizens, the covenant ..."
ههههههههههه كول هوا,abusive,Ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha -ha
انتو يا جماعة اوسكار ما خصكم بعلاقة جبران باسيل فينا,normal,"You O Oscar, what I have in the relationship of Gibran Bassil in us"
جبران باسيل يؤكد جرأته مرة اخرى بحديثه في المؤتمر الصحفي مع ابو الغيط عن تأثير الدول الغربية على قرار القُمة السابقة ب…,normal,Gibran Bassil confirms his audacity again by his speech at the press conference with Abu Al -Ghait about the influence of Western countries on the decision of the previous summit b ...
وفد     يا زلمة شو هال مسخرة انت؟ ,abusive,"A delegation, O Zalma, what are you?"
صباح الانوار انا بس عّم حاول افهم ,normal,"Morning lights, I just try to understand"
البيوت الحمرا بل المرجة ، والجامع اشرف وأطهر منك,normal,"The red houses, but the Marjah, and the mosque is more honorable and pure"
هيدا الصحيح سلمت يداكي ,normal,"This is the right hand, I handed your hands"
انا بقول الحق على جبران باسيل   ,normal,I say the truth on Gibran Bassil
تلات رؤسا متقاسمين الصلاحيّات، أكبرهم سنّا ميشال عون ما بيتدخّل بشي بس بذات الوقت توقيعو أساسي لنفا…,normal,"Three -heads, shares of Al -Salahat, the oldest of whom is the age of Michel Aoun, which does not enter something, but at the same time a basic signature ..."
انو بشرفك الكاميرات ما كانو شغالين ,normal,"I was honored by the cameras, they were not working"
لما تقلّك أولاً مش طايقتك شو إلو لزوم تانياً؟ 😎 ,normal,"When I take you first, I did not keep you, what 😎  is necessary?😎"
شيء خطير هذه المقالة الأولى ,normal,Something dangerous this first article
يحتاج شعب جديد، الى ثوار ,normal,A new people need revolutionaries
اخرس يا أيها النجس الخنزير الديوث انت وبشار الكيماوي وحزب الشيطان والمجوس إلى مزبلة التاريخ ,hate,"Shut up, O Single Pig, the cuckold, you, the chemical Bashar, the Devil and the Magi Party, to the dustbin of history"
انا وعم بحضر عل اليوم اختصاصية تغذية لاحظت شغلة ليه كل اختصاصيات التغذية بيحكوا بنفس الطريقة؟ 😀,normal,"I and I attended today a dietitian who noticed a job, why all nutritionists are telling them in 😀  the same way?😀"
شو قصتك انت واللواء عثمان ،، لهالدرجة قاهرك ما في تغريدات الا عنه وعن الشيخ ، ,normal,"What is your story and Major General Othman ,,"
لو في دولة محترمة واحد متلك اطلق النار على قوى الأمن كان مكانك بالسجن أقل شي ,normal,"If in a respectable country, you would have shot the security forces, your place was in prison, the least thing"
وهاب يتحدّث عن انجاز يسجّل للرئيس عون ,normal,Wahab talks about an achievement recorded by President Aoun
